TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:00:46,0.00,-432,-A3,6CEBF5,-8E7,616776,8C9F,
0:00:47,0.00,-42B,-8F,2DFD2E,-846,363630,-2EEF,
0:00:49,0.00,-3BE,-98,8000B,-678,4B8D04,E087,
0:00:50,0.00,-3DA,-BC,-B22FF8,-516,5C77A2,-8F3,
0:00:51,0.00,-3D7,-A5,567770,-390,37F8E4,-2EEF,
0:00:52,0.00,-3D9,-A4,-5DF682,-20D,2B0CF4,-38FF,
0:00:53,0.00,-407,-A2,44FA8E,1F,560F8E,28784,
0:00:54,0.00,-3FB,-99,-940682,2F9,2D6734,8F,
0:00:56,0.00,-39A,-9A,-5F40B8,857,4DC716,E504,
0:00:57,0.00,-3E9,-A9,91D262,AD2,4CAF05,4ACB,
0:00:58,0.00,-41C,-A4,5D31A7,CD5,397784,-3065,
0:00:59,0.00,-422,-95,-5E4BDC,E8B,2EB2D3,-1C64,
0:01:00,0.00,-42D,-7D,-266DB4,FEF,5340C0,1CA3C,
0:01:01,0.00,-436,-A0,-39F0D2,112C,33BA69,-1986,
0:01:03,0.00,-3E6,-90,5ECB42,1287,5A986D,27010,
0:01:04,0.00,-37A,-9F,DE4812,1336,53306B,24E96,
0:01:05,0.00,-3D6,-8F,-36F023,13B5,368BEA,-2D47,
0:01:06,0.00,-389,-8B,7EF708,1419,5A12EF,2158C,
0:01:07,0.00,-3C5,-8F,5BB4B9,1444,36D9F6,-39FF,
0:01:08,0.00,-3BF,-87,-61B86D,1484,31FBB5,-3488,
0:01:10,0.00,-3D1,-8D,-1EB9B5,14BA,57C1F2,212A9,
0:01:11,0.00,-3AD,-87,-59746,149D,2DAFFB,-2E9C,
0:01:12,0.00,-3AF,-9E,-49B7F2,14C5,614E02,EDF,
0:01:13,0.00,-38D,-9A,311E0D,14A3,3A4767,-27D8,
0:01:14,0.00,-383,-80,61B2B9,1465,3CAD5E,-294A,
0:01:15,0.00,-37B,-87,-34BF98,1467,4AAF7F,71EF,
0:01:17,0.00,-388,-8D,8D86A6,1425,5A6F19,1D928,
0:01:18,0.00,-37D,-7C,24F690,13FC,331FCB,8F,
0:01:19,0.00,-38C,-8D,-983EF0,13D4,48A77C,165A,
0:01:20,0.00,-31C,-A0,-3B735,13B3,2FEDE9,C1,
0:01:21,0.00,-345,-89,-464468,136C,55E33A,-1215,
0:01:22,0.00,-36F,-7F,2D3119,1337,38EC59,-35F6,
0:01:24,0.00,-34C,-95,1C01AF,12ED,4F15E0,135EA,
0:01:25,0.00,-369,-5E,-D2941B,12AC,2DCD71,-1970,
0:01:26,0.00,-35E,-9A,8A326F,128D,4F177B,CE30,
0:01:27,0.00,-34F,-80,8BA63,1267,2E85B8,-3DF0,
0:01:28,0.00,-34B,-93,-680D6E,1231,3EDD40,-375C,
0:01:29,0.00,-327,-71,CFD484,11EA,4346C6,2B33,
0:01:31,0.00,-367,-87,2ED225,11AE,566DD8,1D58B,
0:01:32,0.00,-3E5,-A0,6010CC,117C,37F5E1,AC,
0:01:33,0.00,-336,-8D,2CA482,115B,4DBF00,FC78,
0:01:34,0.00,-32B,-66,4549A1,1129,2B67EF,AC,
0:01:35,0.00,-310,-93,-F1C937,10F6,4A0DA9,D612,
0:01:36,0.00,-33D,-89,-494009,10FF,32B873,-3D4A,
0:01:38,0.00,-369,-7E,-8160DD,1086,2C43E5,B7,
0:01:39,0.00,-2ED,-87,702CE8,1053,51C1CF,-34CA,
0:01:40,0.00,-306,-71,9632EA,1039,4F89D7,11F9F,
0:01:41,0.00,-361,-97,-6241AB,101F,2431E9,-3A2F,
0:01:42,0.00,-331,-91,-2EBC72,FC8,51654F,175E1,
0:01:43,0.00,-306,-74,1B8FCD,FC5,328CF4,-2FB5,
0:01:45,0.00,-323,-74,-2B4C4F,F92,37F5E6,-34B2,
0:01:46,0.00,-322,-87,4B6073,F6A,6120C3,15BAC,
0:01:47,0.00,-2B8,-94,-F4B64,F33,40119E,-AE8,
0:01:48,0.00,-300,-72,6E3806,EFE,325235,-226B,
0:01:49,0.00,-346,-94,7BEE32,EE1,59D2BF,1E132,
0:01:50,0.00,-325,-78,33B38B,EDA,3B47A5,-392E,
0:01:52,0.00,-2F2,-9C,-28DC3F,EA4,339432,-1,
0:01:53,0.00,-333,-87,-4E404D,E75,673465,-C7F,
0:01:54,0.00,-302,-73,-23DC52,E38,44C5D4,F4A,
0:01:55,0.00,-337,-71,69A7ED,E4D,332316,-21AD,
0:01:56,0.00,-2D4,-77,7828DB,E38,3FB81F,-D9C,
0:01:57,0.00,-29D,-78,-A3044,E09,337C59,-31CB,
0:01:59,0.00,-315,-72,69E0E3,DCB,55FD15,-1,
0:02:00,0.00,-2D7,-7D,3C19A9,DD1,4F7B50,1ADFE,
0:02:01,0.00,-31E,-74,-252B4C,D88,34878E,-3AEF,
0:02:02,0.00,-2DB,-7F,-3D6E46,D95,572FF6,1FA6F,
0:02:03,0.00,-2E3,-5C,3597AD,D5A,35A4BF,D8,
0:02:04,0.00,-317,-85,58B00D,D46,3B34B7,-2116,
0:02:06,0.00,-319,-74,-600A9B,D19,5CDE11,13F8A,
0:02:07,0.00,-33C,-71,1E36CC,CF0,3A6434,-34B6,
0:02:08,0.00,-2D7,-6B,-6861E2,CEC,2E08D7,-2EB5,
0:02:09,0.00,-2DA,-71,88DA40,CE5,5A3BC3,15AE8,
0:02:10,0.00,-2F2,-84,341E77,CAE,36D300,-310C,
0:02:11,0.00,-26B,-6C,-C98008,C9F,3466F7,-30E8,
0:02:13,0.00,-2CC,-72,699042,C79,62479A,18555,
0:02:14,0.00,-2B2,-5B,4C439,C73,3B1639,-280E,
0:02:15,0.00,-2C9,-74,5CE557,C62,2865EF,-3550,
0:02:16,0.00,-2D1,-6D,-1FCCE,C28,56F4C1,21B5D,
0:02:17,0.00,-2A3,-64,90600E,C39,305E61,-16B0,
0:02:19,0.00,-2C4,-60,852B3B,C10,59AD2C,15B68,
0:02:20,0.00,-2A0,-6F,76ECA5,BE5,5AF95C,15DC,
0:02:21,0.00,-2C1,-68,66107,BD8,3D9843,D8,
0:02:22,0.00,-326,-61,-99D395,BB3,2DB4BD,F1,
0:02:23,0.00,-2A4,-5E,-2FF924,B82,46D909,373,
0:02:24,0.00,-2DF,-6E,-2F286,B97,3772DD,C1,
0:02:26,0.00,-2D1,-6A,710AA9,B73,5E9AA6,-1BC3,
0:02:27,0.00,-29E,-6C,900720,B56,4940E1,4A32,
0:02:28,0.00,-2AE,-6B,CAE56,B41,331880,CC,
0:02:29,0.00,-293,-6A,669D8E,B27,4D2949,136,
0:02:30,0.00,-2CF,-78,-CE45,B1C,3DC19C,-23BE,
0:02:32,0.00,-29D,-5C,-7E94AF,B0B,2E2A89,7E,
0:02:33,0.00,-29F,-74,-30CFBE,B26,4FA622,2B2D,
0:02:34,0.00,-29E,-6E,A2F265,AF6,566AB6,26B79,
0:02:35,0.00,-29C,-63,-29C48E,ACC,285E7E,-2A82,
0:02:36,0.00,-2C1,-61,-422A72,ABD,5E65E2,1E27E,
0:02:38,0.00,-260,-60,300992,ADA,37D75B,B7,
0:02:39,0.00,-2AB,-5E,237E53,AB6,389DF1,-2354,
0:02:40,0.00,54401B,-6318C7,-16F0D9,A9E,95A1B,3E943,
0:02:41,0.00,7E1A23,-517A25,-1712C3,A6C,-45A7E,-B66E0,
0:02:42,0.00,7E3627,-519C36,-1A877E,9DF,-6F772,-162E2,
0:02:44,0.00,7E4518,-51C617,-1A7083,A09,-12A7F,-14FF9B,
0:02:45,0.00,7E5182,-51E3B2,-141FB1,9CB,-BAC07,16470,
0:02:46,0.00,7E5197,-52017E,-162B67,A2F,1087,-1C11C3,
0:02:47,0.00,7E5674,-5220BB,-13B9B8,986,433FF,6263D,
0:02:48,0.00,7E5BE3,-525BB6,-1631A1,9D3,4C997,-C266,
0:02:49,0.00,7E5E35,-524EBC,-FB31F,9F2,25476,F1EE9,
0:02:51,0.00,7E5D38,-5242F4,-17EC48,95D,9FF37,B7866,
0:02:52,0.00,7E5E3F,-5236CF,-153F7D,9E0,-D7DA0,463E5,
0:02:53,0.00,7E5DB3,-52235F,-1739BC,985,622B6,-459F2,
0:02:54,0.00,7E5D97,-5229CD,-19E057,993,2613B,-B16FE,
0:02:55,0.00,7E62EE,-526B06,-1E88A3,9B5,-3EADC,-42B37,
0:02:57,0.00,7E5F56,-525045,-210E29,942,-5C90B,6BA18,
0:02:58,0.00,7E6191,-5234D2,-1D0112,981,6EA46,101A2,
0:02:59,0.00,7E5FCA,-522BE3,-101EE4,91A,3E476,-16482,
0:03:00,0.00,7E5D36,-52452E,-197879,95B,3337A,-824CB,
0:03:01,0.00,7E618A,-527743,-16F0BC,91E,A005B,-D190C,
0:03:03,0.00,7E6708,-5243D1,-16D260,8F2,-95868,1D334,
0:03:04,0.00,7E65C0,-5241BE,-13869E,94F,-6587F,-49381,
0:03:05,0.00,7E65B0,-52447A,-15ACC5,913,-BF059,-E29FF,
0:03:06,0.00,7E65DF,-525CBD,-13FA66,8EE,C28F7,3B805,
0:03:07,0.00,7E642A,-5282A7,-181710,8FE,94D63,-3E1B,
0:03:08,0.00,7E6506,-52A567,-186082,89B,C9C44,11556,
0:03:10,0.00,7E6A74,-525AB4,-1C6FA0,895,577C1,-66D70,
0:03:11,0.00,7E676C,-5248C7,-157B19,8BC,111041,601A6,
0:03:12,0.00,7E6109,-5242E3,-17524F,85E,-5C96,-1BFB,
0:03:13,0.00,7E6453,-524C29,-1B8EC9,8D6,83E9C,6DE54,
0:03:14,0.00,7E5CDC,-52551F,-16D1E7,86F,16A17,-1DD6FE,
0:03:15,0.00,7E6481,-526E20,-156281,8BF,-5411F,-B9C40,
0:03:17,0.00,7E639C,-5278E0,-206128,89C,-841B7,-D1E70,
0:03:18,0.00,7E66B0,-526F61,-1E493D,802,33B98,-C4E93,
0:03:19,0.00,7E67F4,-526051,-1633EB,892,-BCD7E,-7DD44,
0:03:20,0.00,7E6286,-525285,-C3569,827,485F,-1AC343,
0:03:21,0.00,7E6291,-52451C,-140037,88B,68D81,-50A9A,
0:03:22,0.00,7E6568,-52448E,-1916A3,7F9,-F2F20,9F51F,
0:03:24,0.00,7E69F4,-52AAD2,-1B9F3A,835,107222,-253AE,
0:03:25,0.00,7E6712,-52938A,-EAE81,806,-643C3,79B10,
0:03:26,0.00,7E6877,-52809A,-1DCB6F,7FA,-1ADA4,-95C36,
0:03:27,0.00,7E669F,-5270F2,-10B8D0,836,-31F42,-CE21D,
0:03:28,0.00,7E688F,-526380,-17CD9A,7F2,BE672,E4EE,
0:03:29,0.00,7E697B,-5255AF,-18ABD5,850,-9A52F,98A36,
0:03:31,0.00,7E6A50,-52B2F1,-14B164,7D7,FBEC8,89379,
0:03:32,0.00,7E6D70,-529A8E,-119806,820,4DDC1,-B6203,
0:03:33,0.00,7E68E8,-52823A,-117BC4,7B6,-64953,-64AFD,
0:03:34,0.00,7E6A93,-52655C,-13098E,808,A27AC,4D4E9,
0:03:35,0.00,7E6B93,-5259A9,-127B8E,7DB,4425B,F6CC,
0:03:36,0.00,7E7190,-528260,-18920B,78B,9CEF8,C2C39,
0:03:38,0.00,7E7688,-52835D,-1C5ABC,7F7,FF94D,-AE655,
0:03:39,0.00,7E7582,-526635,-1891D3,794,A9F29,72F53,
0:03:40,0.00,7E726A,-52747B,-158098,7C4,D4DAB,106268,
0:03:41,0.00,7E779D,-52ACB2,-10FBF7,79A,-11C9DD,-D1DB4,
0:03:42,0.00,7E7583,-52BB02,-182B09,78F,-5E804,-4053A,
0:03:43,0.00,7E7721,-529B7C,-191711,76A,4AE2C,59C01,
0:03:45,0.00,7E7918,-528F23,-19E517,74B,1037EE,-B396,
0:03:46,0.00,7E7C0B,-52B97E,-1455BE,789,A9604,190682,
0:03:47,0.00,7E7B34,-52C3EE,-17BA97,7DA,34D69,-35401,
0:03:48,0.00,7E782F,-52A366,-143426,753,3C22,-74562,
0:03:49,0.00,7E75DE,-528665,-1BE2D5,74F,786D1,A1EDA,
0:03:50,0.00,7E78E2,-52747D,-125B6B,737,-E91C,672A8,
0:03:52,0.00,7E78F3,-52C501,-1311C5,761,5D467,-46F81,
0:03:53,0.00,7E7C87,-52B0B8,-24F07A,707,-3B565,-1F0386,
0:03:54,0.00,7E79FF,-529377,-155E16,6F9,B4F95,-134BA1,
0:03:55,0.00,7E79B1,-5281D0,-12A6DE,73C,-62085,-47898,
0:03:56,0.00,7E7704,-526D4D,-1C84C7,6F8,141D8B,-68D0D,
0:03:57,0.00,7E7795,-527FAC,-17FC8F,733,-4450,-4F198,
0:03:59,0.00,7E8120,-52B02C,-16E830,71A,-15EC9C,3BA88,
0:04:00,0.00,7E7EDA,-5293A0,-115D7F,6E1,-80645,-12C13E,
0:04:01,0.00,7E7C51,-527E5C,-1242A7,738,A7AC6,-16B3F0,
0:04:02,0.00,7E7E8E,-5277AC,-1675B2,6C8,548A5,-57325,
0:04:03,0.00,7E7E06,-5289CE,-121642,714,-12BF1B,31084,
0:04:04,0.00,7E8189,-52B6D4,-157EBB,6E7,-3866B,1758A2,
0:04:06,0.00,7E84A9,-52A160,-169355,6B8,-663AF,-88B63,
0:04:07,0.00,7E83FB,-528929,-1A35D4,707,-8DF36,-1BC501,
0:04:08,0.00,7E84BA,-52853F,-1C92C4,685,-73511,37B1,
0:04:09,0.00,7E85B3,-52A0C0,-105F8E,6E1,10DE0E,-12B716,
0:04:10,0.00,7E801C,-52CB9C,-193FF6,6A2,-AD16B,-9DBC,
0:04:11,0.00,7E8186,-52DC8C,-15D24C,70A,46F39,-406C0,
0:04:13,0.00,7E8768,-528AC3,-18EB91,6D8,-EA3C1,-AA2D2,
0:04:14,0.00,7E85F6,-52B780,-177E98,660,3B2B6,-53CC8,
0:04:15,0.00,7E84D1,-52DD2E,-19981A,698,B2E05,A44B2,
0:04:16,0.00,7E892D,-52C1C1,-19B70B,660,-DDA14,459CC,
0:04:17,0.00,7E879A,-529B02,-19C515,6C5,4B100,-D54A8,
0:04:18,0.00,7E87B9,-528713,-1501FE,670,18599,F24C,
0:04:20,0.00,7E8927,-52C078,-1CDB0A,658,52F84,4CBC3,
0:04:21,0.00,7E8855,-52A049,-1928D2,699,942F2,-578E5,
0:04:22,0.00,7E877D,-529C26,-1B1270,628,-70C7E,-4784D,
0:04:23,0.00,7E85D4,-52C85D,-15B290,68E,1A5BF,4BA4A,
0:04:24,0.00,7E82BC,-52DCC1,-157235,62F,-5FCB3,-16525,
0:04:25,0.00,7E7FF8,-52BA4D,-19B580,67C,BFA53,AE757,
0:04:27,0.00,7E88A3,-52E07C,-11E737,68F,-BC454,-1007ED,
0:04:28,0.00,7E8321,-52D40E,-1B93EC,5F8,A3C07,-106DE,
0:04:29,0.00,7E8673,-52B032,-11F31D,63B,153CD1,-46DE6,
0:04:30,0.00,7E8468,-5291BF,-181FF8,659,63A0,-43BBD,
0:04:31,0.00,7E81A0,-5299F0,-161918,615,5FB10,-47639,
0:04:32,0.00,7E834C,-52DA9C,-1C160F,650,A4849,-89BFA,
0:04:34,0.00,7E8AB3,-529541,-17A104,60E,13DFB,-7B804,
0:04:35,0.00,7E869C,-52A6B7,-199B11,669,-13E70,4CF9C,
0:04:36,0.00,7E888E,-52DBD4,-18BF90,616,9E681,5D5EC,
0:04:37,0.00,7E8837,-52E854,-1C6767,616,-C5C96,-18694,
0:04:38,0.00,7E8AAB,-52C3E4,-FA84D,61B,2EA2A,A3F2D,
0:04:39,0.00,7E8A31,-52A6C9,-15F73B,5EF,14690B,-E292E,
0:04:41,0.00,7E8D15,-52F627,-BE65F,64E,-1CBA2,-7B494,
0:04:42,0.00,7E8DB6,-52CF27,-184C14,61D,-DC343,-5535F,
0:04:43,0.00,7E9212,-52B012,-128A6B,5D3,1CAF3,-62B75,
0:04:44,0.00,7E8DEA,-52A01D,-176E12,62D,1EF45,-ADA18,
0:04:45,0.00,7E8F1F,-52D940,-18BF52,5C7,E6AF8,-D3FAA,
0:04:46,0.00,7E95AE,-52F9BC,-170627,5EF,-18E58,-1022C4,
0:04:48,0.00,7E93DF,-52C237,-12A471,5FD,3EF07,-64CE0,
0:04:49,0.00,7E9354,-52FA5C,-174619,5A8,44E1D,7014,
0:04:50,0.00,7E9582,-52D51F,-D41AC,5C7,32DDD,-2D95E,
0:04:51,0.00,7E98A2,-52AB38,-168048,5C1,-38FD4,-92FED,
0:04:52,0.00,7E9611,-52C55B,-1A1630,5CF,88622,7423E,
0:04:53,0.00,7E983B,-52FD2F,-16B041,5FD,-4E5AB,2A7C,
0:04:55,0.00,7E9AFA,-52C7C3,-196617,5C8,1DF57,D00FE,
0:04:56,0.00,7E98A1,-52FBAB,-1823D8,5D5,1AABF0,1BB6EC,
0:04:57,0.00,7E9D0A,-52D608,-1A99A5,5E9,-BB03,1245D,
0:04:58,0.00,7E96DD,-52A923,-17F59C,5AE,-A9CB9,-3544E,
0:04:59,0.00,7E9AAE,-52EC9C,-1536FF,5ED,43A69,-15FF7F,
0:05:00,0.00,7E9D05,-52F68B,-127079,5AF,1B200,-1226E0,
0:05:02,0.00,7E981B,-52F323,-160E03,55D,-6F5A9,-81157,
0:05:03,0.00,7E99A1,-52E55D,-1C8FEB,5B6,-1146A1,-BD7F9,
0:05:04,0.00,7E9CC3,-52C210,-16A470,5BC,-72C7F,-D4181,
0:05:05,0.00,7E9821,-52C462,-1A1840,558,-108895,23CF,
0:05:06,0.00,7E9E3C,-530010,-1BBC3C,5D4,-38E8A,-41147,
0:05:07,0.00,7E9D47,-52E148,-134E69,55D,-5B86D,-245F6,
0:05:09,0.00,7E9FD0,-5302D0,-19B47A,597,37A0A,-120F44,
0:05:10,0.00,7E9FAB,-52D07F,-1D6544,56E,-76187,-FCA63,
0:05:11,0.00,7E9D49,-52B04B,-130C23,530,C68D5,-4B6FD,
0:05:12,0.00,7EA138,-52F3DE,-16EA19,59A,-213F0,-4758C,
0:05:13,0.00,7EA6B3,-52FB3B,-1974C7,541,-45F25,-77770,
0:05:15,0.00,7EA406,-52CC93,-177928,58B,DC446,-16C38,
0:05:16,0.00,7EA47A,-52F308,-1B41E8,565,-9EAB8,140DA8,
0:05:17,0.00,7EA176,-52BE41,-19563A,571,517AD,-B12FE,
0:05:18,0.00,7EA459,-52EA8C,-F5F93,4FC,8911D,-450D4,
0:05:19,0.00,7EA48A,-530CEB,-195BD4,563,C3612,83EE,
0:05:20,0.00,7EA5DE,-52D42D,-131137,572,-E84CC,-A4413,
0:05:22,0.00,7EA386,-52C47E,-1CB3F3,527,4499F,-8E43C,
0:05:23,0.00,7EA3FC,-52C589,-10CB44,574,146F1,-71362,
0:05:24,0.00,7EA32E,-52F173,-11386C,535,9B643,80E51,
0:05:25,0.00,7EA562,-5304E1,-1AD386,529,31C1B,B0863,
0:05:26,0.00,7EA801,-52D1F3,-170773,550,-1A06A,35155,
0:05:28,0.00,7EA964,-52E8C6,-1365F1,4EF,-B90D,257A6,
0:05:29,0.00,7EA740,-530CCF,-15A697,549,145B44,-81105,
0:05:30,0.00,7EA418,-531B82,-17F3CF,4FC,-5FACC,-2433E,
0:05:31,0.00,7EA68B,-52E1FE,-165175,4F6,F711,-5F5CA,
0:05:32,0.00,7EA499,-52D691,-138A3D,545,-2822F,-CC9AF,
0:05:34,0.00,7EA9BD,-531401,-1C596F,4EE,11B9B,-74B24,
0:05:35,0.00,7EB056,-52DFC2,-1087E6,52A,-1473C0,3E4B1,
0:05:36,0.00,7EABE3,-52F772,-15013C,4DF,-476A6,506EC,
0:05:37,0.00,7EA7F1,-52EE4B,-170230,4DB,EBF76,39AAF,
0:05:38,0.00,7EAA4C,-5303BF,-18DF41,52A,-28E7F,-E6BE1,
0:05:40,0.00,7EAAFA,-52CF30,-1517C5,518,F28BA,-333A0,
0:05:41,0.00,7EAB81,-53193B,-137D35,4B9,-F3B10,-8701F,
0:05:42,0.00,7EA93C,-52E4C0,-125985,55B,1CF71,-75969,
0:05:43,0.00,7EA92D,-52E0F1,-1464F0,4CF,-4AEB4,-C2032,
0:05:44,0.00,7EAB65,-52D4A3,-132311,4FE,-4E0A0,8B9A0,
0:05:45,0.00,7EAE32,-5321C3,-1311C5,4CF,-52C8E,-1E04F,
0:05:47,0.00,7EAC4A,-52D877,-1A8F96,4AA,97D2E,-DE88,
0:05:48,0.00,7EAA7E,-52F0EF,-17E1A7,521,-87EB7,-7676F,
0:05:49,0.00,7EA8B0,-53093C,-1C36B3,4D7,501F8,-DE31E,
0:05:50,0.00,7EA660,-52D593,-19176E,4F6,-706F7,-40691,
0:05:51,0.00,7EA9C8,-52FFE9,-1A1FBE,514,7F3F,C582B,
0:05:53,0.00,7EA843,-52D4BB,-15DF16,4C7,47CE1,-64EF7,
0:05:54,0.00,7EA6C4,-52C741,-156857,4DE,5BE60,50BB6,
0:05:55,0.00,7EA23B,-53025C,-12D210,4A7,181DC,-13FBD9,
0:05:56,0.00,7EA5F6,-5317F1,-14A7DE,4D9,B95E0,-116E76,
0:05:57,0.00,7EAB9D,-5301B4,-161E95,4C8,-6D6A5,-259F5,
0:05:59,0.00,7EAAE7,-52F32E,-1195D7,4A9,8FAFF,-1A017,
0:06:00,0.00,7EA933,-531CD4,-DB0DB,4CC,-25B92,392F1,
0:06:01,0.00,7EA918,-531E2B,-168E45,4BC,85F00,64D4F,
0:06:02,0.00,7EA79D,-52FFCA,-1E127F,4E1,-23FB5,-11215D,
0:06:03,0.00,7EAD7B,-52E878,-1783A6,4C0,-DE31E,-65220,
0:06:04,0.00,7EA98C,-52CE4F,-F16F4,45E,2C6F0,A11C7,
0:06:06,0.00,7EAAD1,-531C06,-16ED8B,4C5,73C97,76706,
0:06:07,0.00,7EABCF,-52F941,-17C8DF,457,A07A1,3408,
0:06:08,0.00,7EA5F1,-52D9F4,-1A15C0,4C9,7B865,6F5A7,
0:06:09,0.00,7EA57C,-52CD40,-13CCE4,4A8,-7B0F,247E0,
0:06:10,0.00,7EA9A9,-53045D,-178F75,4D8,165E9C,59C54,
0:06:11,0.00,7EABB5,-532C5F,-1E51A1,471,613A1,3CD9E,
0:06:13,0.00,7EAB0B,-52CFAE,-12DA09,47A,-4A98A,7DEE2,
0:06:14,0.00,7EA949,-52FE25,-1AA1FF,4D7,27918,4DEDD,
0:06:15,0.00,7EA52C,-53235D,-18916D,448,-C8CC,-74527,
0:06:16,0.00,7EA5F3,-52FA8B,-16217C,4AB,137A18,2F4C2,
0:06:17,0.00,7EA1F1,-52D40D,-197670,448,4D4BA,-2C65D,
0:06:18,0.00,7EA91A,-52CBDF,-16A5B2,4AB,2A421,-7D59E,
0:06:20,0.00,7EA37D,-52EA62,-125817,4B2,-679EB,-D06F8,
0:06:21,0.00,7EA42D,-52C45A,-13598B,462,84FA1,-2A8DE,
0:06:22,0.00,7EA050,-52CC3A,-16B0E2,4AF,-2E48,257E3,
0:06:23,0.00,7EA508,-53087D,-12522C,43A,-8414,39BF3,
0:06:24,0.00,7EA54B,-532775,-1139DF,496,416F1,-977E3,
0:06:25,0.00,7EA533,-530058,-130B7E,434,7C8AE,-2003,
0:06:27,0.00,7EA5E9,-52F721,-18FE84,458,-30AFE,-19CA03,
0:06:28,0.00,7EAB44,-531C1A,-197DEF,474,2CB8,DAFD8,
0:06:29,0.00,7EA696,-530483,-14A4B2,41B,65C88,-1CFBF,
0:06:30,0.00,7EA89B,-52E0E2,-123598,46D,166F7,-BBDB2,
0:06:31,0.00,7EA0FD,-52C634,-2211C9,46D,11E7EB,D1815,
0:06:32,0.00,7EA227,-52DC90,-170E3B,498,-B4591,8276,
0:06:34,0.00,7EA3FB,-52E35A,-195226,476,-2F89C,1A091,
0:06:35,0.00,7EA4EF,-52C6F1,-175B79,428,1A6ABC,-2367B,
0:06:36,0.00,7EA563,-52D4B2,-14794A,462,A4697,1FAFF,
0:06:37,0.00,7EA816,-53178F,-168854,402,-B6ED,-7E894,
0:06:38,0.00,7EA7ED,-53136A,-12DDF4,47B,-4E462,-CBFD9,
0:06:39,0.00,7EA90B,-52F564,-17F335,41D,1544D0,35B53,
0:06:41,0.00,7EA960,-531CA4,-17F9D9,408,-7CD74,-8A05A,
0:06:42,0.00,7EA4C3,-530302,-1CE617,454,B42C3,-ACE8D,
0:06:43,0.00,7EA4C9,-52DF84,-14EDBD,434,B6B30,-797AC,
0:06:44,0.00,7EA58C,-52D1CE,-1F178F,480,6B2D3,31043,
0:06:45,0.00,7EA2FF,-52EA4B,-120E47,3F8,-CFCD7,CD613,
0:06:46,0.00,7EA2E9,-532942,-112FC6,450,4911D,-61534,
0:06:48,0.00,7EA26D,-52EAA4,-1D6C1E,413,-94111,-72282,
0:06:49,0.00,7EA130,-52DFFD,-14ACAA,45A,44AF8,1E784,
