TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:01:26,0.00,7E7CCE,-52B8DF,DFA9F3,A2B0F4,533C3F,-22A4,
0:01:28,0.00,7E7788,-52B242,DFAA05,A2B48F,552445,-2EEF,
0:01:29,0.00,7E798E,-52FC6F,DFA9D8,A2AF9F,56EB17,-26AE,
0:01:30,0.00,7E7EAB,-52C069,DFA9FD,A2B99D,4EC178,-332C,
0:01:31,0.00,7E7A3E,-5304DF,DFA9FA,A2AC32,63231A,-2E79,
0:01:32,0.00,7E7CBB,-52C8A6,DFAA00,A2B8C2,4BB2D4,-22A4,
0:01:33,0.00,7E78CD,-52E919,DFA9EB,A2BAA8,539FDE,-2697,
0:01:34,0.00,7E7A9C,-52DB6C,DFAA08,A2CFCC,5F0585,214D5,
0:01:35,0.00,7E7B37,-52D6A3,DFAA00,A2C988,517621,-2965,
0:01:36,0.00,7E7AF4,-52E925,DFA9FA,A2CC78,53498D,-5346A3,
0:01:37,0.00,7E7443,-52CE5F,DFA9D8,A2CE65,6EFC8D,5904,
