TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:01:12,0.00,37A064,-D7CAA8,DC9DD4,33BAB,104EB6,-48644,
0:01:13,0.00,379B05,-D7C821,DC9EC4,-BC663,53D3F,134F5,
0:01:14,0.00,37955E,-D7C60F,DC9E69,-6D20,-13CCD,963B8,
0:01:16,0.00,385492,-D7C1A8,DC9E23,11428,17D79,-6EE2,
0:01:17,0.00,-4BF39,-D7C729,DCA182,ABC77,1D6F8,2C79B,
0:01:18,0.00,-484F9,-D7C0D2,DC9E3A,8ED1F,-2B0BB,-3B52B,
0:01:19,0.00,389451,-637CFD,DCA34A,229F2,74431,354BD,
0:01:20,0.00,388B63,-FBA15,DCA339,-63C30,709B8,-17DD8,
0:01:21,0.00,38828E,-FBA58,DCA482,B1EC5,27872,82EA7,
0:01:23,0.00,3880CD,-FBB6D,DCA6D2,BDD10,3CCF1,167BE6,
0:01:24,0.00,387BAF,-FB7FF,DCA475,5B375,C75D3,-4E323,
0:01:25,0.00,387715,-FB44F,DCA4DD,92CA0,6A1E6,1BF35,
0:01:26,0.00,387A7B,-FB437,DCA54D,6B7EF,-129A8,-160F5,
0:01:27,0.00,3877BA,-FB356,DCA414,2844C,8B034,-976F3,
0:01:28,0.00,387733,-FB266,DCA57E,6A71A,17BE7,-46EE5,
0:01:30,0.00,38725A,-FB15C,DCA574,13B607,-70B79,-D9E7C,
0:01:31,0.00,3872AF,-FB0C2,DCA50B,3045A,AD163,24A4D,
0:01:32,0.00,38752C,-FB0CE,DCA586,F35EA,23ABF,D56DC,
0:01:33,0.00,38756F,-FB0CA,DCA4A8,A4A09,F3025,138AC,
0:01:34,0.00,387720,-FB02D,DCA602,1CAE0,-5F9A9,617D3,
0:01:35,0.00,387325,-FB012,DCA655,566,41695,-38296,
0:01:37,0.00,38721C,-FAFE9,DCA5E9,C5160,-4FB65,A6129,
0:01:38,0.00,386C99,-FB02F,DCA6AD,947B4,-70B3D,B8A0,
0:01:39,0.00,386CCA,-FAFD6,DCA572,86D28,-2C411,-FB35,
0:01:40,0.00,386A6C,-FAFF8,DCA622,-19E80,-3B2DC,-5CFC2,
0:01:41,0.00,3867D5,-FB097,DCA697,FD9A7,-B0557,15F7,
0:01:43,0.00,386524,-FAFDE,DCA6D4,-4BCFF,61A59,-5452,
0:01:44,0.00,38630C,-FAFD2,DCA65B,D31A5,46009,77D98,
0:01:45,0.00,386362,-FAF19,DCA5F5,58835,C181F,98E8E,
0:01:46,0.00,385DBB,-FAF7B,DCA5C6,-33ED5,197DB,-4AFAF,
0:01:47,0.00,385F12,-FAF32,DCA53F,411B1,EF656,3A5C3,
0:01:48,0.00,385F47,-FAF63,DCA6E5,8C2BC,-7AE73,-6D231,
0:01:50,0.00,385D0C,-FAF28,DCA5C0,2C253,-5119F,A80F9,
0:01:51,0.00,385DD5,-FAF17,DCA6A9,-4B80E,84E07,-10036,
0:01:52,0.00,385FEB,-FAEC0,DCA4A2,19663,-9A0BA,-41455,
0:01:54,0.00,385908,-FAEB3,DCA5BD,-3BBCE,-34C80,3B789,
0:01:56,0.00,385B57,-FAE5C,DCA724,3C78,-22DBA,13DCD,
0:01:57,0.00,385B31,-FAE42,DCA790,55B3D,-54314,-1BB56,
0:01:58,0.00,385B9C,-FAE4A,DCA51F,890F1,51D43,48447,
0:01:59,0.00,386014,-FAE21,DCA679,92EF5,-507C6,-CB08C,
0:02:00,0.00,385C9F,-FAE38,DCA61D,3A58F,-371B,10490,
0:02:02,0.00,385A19,-FAEAD,DCA585,7DE17,2895A,-69715,
0:02:03,0.00,385A96,-FAD9E,DCA662,5F252,-D6563,-63F0B,
0:02:04,0.00,3858ED,-FAE05,DCA4F5,7B080,46D03,-65999,
0:02:05,0.00,385B26,-FAE1C,DCA5E4,-2A38B,75E17,84E06,
0:02:06,0.00,385CEF,-FAE1F,DCA56D,-1498F,-1E1AE,-4ACC6,
0:02:08,0.00,385756,-FAE80,DCA577,-9B17A,-44792,-26B20,
0:02:09,0.00,3859FA,-FAE63,DCA4FA,34FAC,118B5,853A0,
0:02:10,0.00,385BF4,-FAD53,DCA682,66992,54CEE,-3FA5B,
0:02:11,0.00,385AFC,-FADBB,DCA587,CEF2,B55A3,E970,
0:02:12,0.00,385AD6,-FADDD,DCA48E,-1B6F3,-E6F4,-2EDA1,
0:02:13,0.00,385BE8,-FAE59,DCA5ED,-41C72,B0118,770F0,
0:02:15,0.00,385926,-FADD8,DCA64F,D61C6,364DF,-D0C05,
0:02:16,0.00,385BA2,-FAE0C,DCA538,E985D,68988,-182BF,
0:02:17,0.00,385C19,-FADD3,DCA4BA,C192C,-9C908,-43D5A,
0:02:18,0.00,385A2D,-FADC8,DCA589,FDAC3,C0FF,-3CB25,
0:02:19,0.00,385D22,-FADEE,DCA575,7B7D6,4168A,-8F75A,
0:02:21,0.00,385736,-FAD32,DCA5D3,ECC99,F0D61,-1FF61,
0:02:22,0.00,385680,-FAE0C,DCA586,27F36,-120AF,-6EE19,
0:02:23,0.00,385752,-FAD9B,DCA608,75EB0,70773,-F711,
0:02:24,0.00,38591C,-FAE21,DCA5E8,-7A44F,-3EEEB,33428,
0:02:25,0.00,386547,-FADAB,DCA649,26F31,4479E,9B145,
0:02:26,0.00,4BAA59,-FC8D2,DCA56E,-10BA4,62A33,-FB804,
0:02:28,0.00,4B8601,-C62357,DC9FC8,-6DDA6,AD3A8,-89587,
0:02:29,0.00,4C4483,11000000,DC9E7E,163751,15A33,48A85,
0:02:30,0.00,A37E25,11000000,DC9A1D,3E8A4,1CCD3,-C406,
0:02:31,0.00,E3AFAC,11000000,DC997C,-24A32,3CC5A,78399,
0:02:32,0.00,DE19F1,11000000,DC990C,-2A54,-90A08,79956,
0:02:34,0.00,DE0B4C,-8E8E76,DC9D6C,-44A15,50834,-13422,
0:02:35,0.00,DE0DC4,-71FFD9,DCA001,5228,2F23B,AFCAC,
0:02:36,0.00,DE0CA8,-63267B,DC9E5B,34671,-26CD1,14711,
0:02:37,0.00,DE08B8,-27068D,DCA029,-42838,-2B6FD,-1B2DC,
0:02:38,0.00,AFAFD6,-1031BF,DCA340,63F19,-1CD2F,-39DFC,
0:02:39,0.00,46440F,-102E86,DCA59D,-17163,-5D0B0,-B973,
0:02:41,0.00,463B7B,-102BC4,DCA5BE,114F2F,92870,4742C,
0:02:42,0.00,463702,-102B55,DCA5B0,585A3,-C84C,-7E611,
0:02:43,0.00,4637AD,-1029F2,DCA5E6,4D47D,8E1E4,44A8E,
0:02:44,0.00,4631D1,-1029AC,DCA642,-88A4,-7138D,-C9F02,
0:02:45,0.00,4630DD,-102862,DCA449,45A32,9EAAA,34415,
0:02:46,0.00,46318A,-102807,DCA46C,8DD27,-5A617,49C82,
0:02:48,0.00,463177,-1026A0,DCA4EC,74E8F,-3BD3,37A44,
0:02:49,0.00,462F2C,-102688,DCA538,-1811,49C8D,-8F9A2,
0:02:50,0.00,462EAB,-1025DE,1261F,15C45C,43D46,-51F41,
0:02:51,0.00,462DAD,-102564,2D5C4,96790,BA37B,-B20A,
0:02:52,0.00,4A3C99,-102452,24305,47043,-4D6F0,-10095F,
0:02:53,0.00,37E459,-102370,11793,3FED,52341,2C075,
0:02:55,0.00,687391,-104CDB,24131,79167,-5D712,-922F,
0:02:56,0.00,68710C,-298E37,411B7,59B0A,164CD,-5F8F9,
0:02:57,0.00,687299,-2FC5D7,3D6D1,41D79,20FF9,-5C7C1,
0:02:58,0.00,687164,-3040EC,18797,-1A57F,-7B229,-6FC3C,
0:02:59,0.00,687135,-4F5CFA,1AB78,2894D,65E82,-42310,
0:03:00,0.00,7A6D06,-4F2B6A,13972,10F55,-EE362,40B87,
0:03:02,0.00,7F016F,-4F1748,DA19,C5844,-7BFA0,54A9,
0:03:03,0.00,A02C5F,-4F1070,-3F73,A9937,78163,-11AF61,
0:03:04,0.00,9FD016,-4F0CE5,95E5,3B4F1,-466B4,20948,
0:03:05,0.00,9FC967,-4F0834,-21B6F,-FD8F,E561B,-3F104,
0:03:06,0.00,A4AE14,-4EFDCA,2AFB7,83B0D,47DFE,137CC,
0:03:07,0.00,BCF6B8,-4EDC96,8A4,A3E35,31724,-31E13,
0:03:09,0.00,BCE8CB,-117003,-5369,-92B5D,-5F77F,E9592,
0:03:10,0.00,BCE916,-116C09,1F2DE,D2248,35514,-88052,
0:03:11,0.00,BCE687,-116A9F,1F88F,138665,-9BC1E,364A6,
0:03:12,0.00,BCE590,-1168E3,2062,29DF3,14A30,2F386,
0:03:13,0.00,BCE589,-1166E4,1780A,F661F,65698,-8DC1E,
0:03:14,0.00,BCDE8B,-116615,-35E,84218,70286,-EC3E3,
0:03:16,0.00,BCDD91,-116519,DC0C,B3E5,857E0,-4E6B1,
0:03:17,0.00,BCDB79,-1165B5,14229,41F7A,9467D,-E168,
0:03:18,0.00,BCD883,-116480,196FE,-3ADA1,BD8C8,11947F,
0:03:19,0.00,BCD756,-116397,64ED,-1545C,7566C,-77B72,
0:03:20,0.00,BCD484,-11644A,-1AFD1,36459,-2435F,-403CD,
0:03:21,0.00,BCDB34,-1163E7,7592,1F949,2E00E,-443DA,
0:03:23,0.00,BCD8E0,-116393,2AB56,-1AC39,410AD,75670,
0:03:24,0.00,BCD908,-116257,150D3,C7020,-65360,-3BDEB,
0:03:25,0.00,BCD6FE,-116311,14A35,5FA26,1FD43,A749C,
0:03:26,0.00,BCD80D,-116302,-DE43,-A96E4,-8465E,3A612,
0:03:27,0.00,BCD8D0,-1162A4,2A75D,D0004,-78818,-3C33E,
0:03:28,0.00,BCD547,-11618A,3A07,78E7B,-BEACA,-AA647,
0:03:30,0.00,BCD6BA,-116149,184F8,BE05,-979B8,-A8095,
0:03:31,0.00,BCD6CD,-11614C,-38DA,BC0CB,-965D3,-5711E,
0:03:32,0.00,BCD925,-116029,1CA3E,99CB,-56392,-AC56E,
0:03:33,0.00,BCD428,-1160D9,BEAD,-8E3D,2767E,-E296F,
0:03:34,0.00,BCD1D5,-1160D6,9F64,C442D,14EFD,13DDE,
0:03:35,0.00,BCCE94,-115FCC,3446,ADE1D,65432,2BA70,
0:03:37,0.00,BCCEFB,-116021,-476E,45B3F,60964,-A804,
0:03:38,0.00,BCD1BF,-115FBF,F2F6,6EC3E,2C7D1,2C931,
0:03:39,0.00,BCD070,-115F64,979A,4DA94,44E1D,33E07,
0:03:40,0.00,BCCD99,-115E98,-D1F5,968F1,2231D,270CD,
0:03:41,0.00,BCCF34,-115F74,19DAD,C8D2B,-29531,7CD8,
0:03:42,0.00,BCCFCB,-115F83,-14F4,600EC,-95B51,52EE,
0:03:44,0.00,BCD154,-115E64,16177,6955F,-77B9F,996F6,
0:03:45,0.00,BCCC87,-115F38,EBAB,7F790,91925,-6B3C7,
0:03:46,0.00,BCD1A9,-115EC1,-141F8,14ACAF,205BF,-1262C8,
0:03:47,0.00,BCCFB1,-115E04,-19B7B,-20D5F,-45120,-52F53,
0:03:48,0.00,BCD150,-115ED4,-B90F,B0DDC,37846,-40B59,
0:03:49,0.00,BCD046,-115E79,2412E,88259,66D91,13D85,
0:03:51,0.00,BCD264,-115DCF,-17C06,13D3B,EFCB4,-4FB54,
0:03:52,0.00,BCD43D,-115E02,-408C,3E630,297A2,7C87D,
0:03:53,0.00,BCD115,-115E3E,C5A1,11EB2B,14D49,-76F3C,
0:03:54,0.00,BCCBB4,-115D77,2AC3B,15BCE,35423,-939A9,
0:03:55,0.00,BCCE00,-115E26,-15C6F,-2A3F2,-97A5C,C028,
0:03:56,0.00,BCCEA5,-115DE5,1949B,-1B423,301EF,8BC44,
0:03:58,0.00,BCCEDA,-115D25,36720,A5C0C,2B78E,EA625,
0:03:59,0.00,BCD295,-115CF4,1F855,-7ED76,5E5EB,-70D5B,
0:04:00,0.00,BCCFC1,-115DA8,1B5ED,1BE7,-22EA9,61526,
0:04:01,0.00,BCD16D,-115D87,1E4BC,DD242,-8E356,6EDA,
0:04:02,0.00,BCD0A2,-115D3D,7329,-12A85,-7C2DD,14E78,
0:04:03,0.00,BCD09A,-115C26,-2743B,9A2BA,-8721D,-49117,
0:04:05,0.00,BCCFA6,-115CF4,-6CF1,5C8B0,3ADF5,-3A84D,
0:04:06,0.00,BCCF8C,-115CA4,28896,1B6E9,B3CDF,426BF,
0:04:07,0.00,BCCF5B,-115CA4,239EC,12B3D4,1C6F7,-464F5,
0:04:08,0.00,BCD432,-115C73,-B304,-64E7C,-26F2A,-3BAC4,
0:04:09,0.00,BCCF70,-115CA6,-57DC,47CA3,883A6,-66D2A,
0:04:10,0.00,BCCE34,-115CD5,-410E7,3A745,8FF66,-1236C5,
0:04:12,0.00,BCCC10,-115C52,-25C2,60CDF,-691A,-2E833,
0:04:13,0.00,BCCCB7,-115C28,-4815,7400C,-30249,5EEDA,
0:04:14,0.00,BCC8E2,-115C6B,-4171,AFDBA,CE786,-C8EF1,
0:04:15,0.00,BCCB0C,-115C19,1B658,6E75A,2C528,A806E,
0:04:16,0.00,BCC8CB,-115C3A,161BE,C0324,2C744,4D960,
0:04:17,0.00,BCCB52,-115C00,10567,-431F,-6C9EF,-8A3CE,
0:04:18,0.00,BCCA3F,-115B29,247F1,-1EE09,-141C7,-11B2E6,
0:04:19,0.00,BCC84B,-115B00,A458,-2D837,E4A55,13229,
0:04:21,0.00,BCCBAC,-115C2A,C4EF,118257,6E9F4,18977,
0:04:22,0.00,BCCD72,-115B17,1C9C1,C08DD,C0C91,4BC21,
0:04:23,0.00,BCCB8B,-115A7B,373C0,-4A0D8,11D0B,716E0,
0:04:24,0.00,BCC852,-115A9E,8AD0,-736E6,-106DB,-16C16,
0:04:25,0.00,BCC314,-115A71,D0D5,4A43,B0728,-5BEC2,
0:04:26,0.00,BCC3B6,-115B26,11A81,173823,F444,2E47D,
0:04:27,0.00,BCC0EF,-115C54,-2C13,AAB22,6D88,-38480,
0:04:28,0.00,BCC7CF,-115788,7F99,5C5E4,-4FE18,37209,
0:04:29,0.00,BCCA93,-1158AC,-53B4,37FAD,FB3E6,-7F58F,
0:04:30,0.00,BCCAC2,-115884,-13B0,FBA7F,-4D5C0,-FBE64,
0:04:31,0.00,BCCF95,-1158D2,-1754B,CD144,48817,36EAB,
0:04:32,0.00,BCCE2A,-115904,7063,6EEBE,-4C0E9,545CC,
0:04:34,0.00,BCD301,-11593E,2DF29,53A21,-EC99,-184A5,
0:04:35,0.00,BCCEA2,-1158CC,4B83,AF263,4E92C,C4A37,
0:04:36,0.00,BCD0EA,-115852,56830,BF3AF,3B193,-11223D,
0:04:37,0.00,BCCE5E,-115876,5AE64,-72EB8,-85484,-19B87,
0:04:38,0.00,BCD2A3,-11589E,-85EF,FD651,-660C3,-33130,
0:04:40,0.00,BCD473,-115881,-CD28,56363,63F3D,-785E0,
0:04:41,0.00,BCCEE4,-115873,DCA375,350EC,122CF,4F712,
0:04:42,0.00,BCD11F,-1158C1,DCA370,BC762,5103,45DBE,
0:04:43,0.00,BCD37E,-115902,DCA264,B50AA,19BFB,-1427B9,
0:04:44,0.00,BCD2B0,-11580B,DCA418,B24A4,-100A1,-9A9F,
0:04:45,0.00,BCD2BD,-115821,DCA2C2,D32EC,-BBA6F,7D939,
0:04:47,0.00,BCD44D,-115BA5,DCA391,-1E710,70EB1,-B3669,
0:04:48,0.00,BCB726,-11B162,DCA29C,98398,-48504,8B175,
0:04:49,0.00,BCB848,-11F62B,DCA258,-681BA,AE3CF,594FC,
0:04:50,0.00,BCA175,-11A1B2,DCA273,CB849,-80783,53D1B,
0:04:51,0.00,BCA146,-9E1A06,DC9EA7,-53F86,6A956,-90D2D,
0:04:52,0.00,BCA083,-C913BF,DC9E1A,5D942,-5B8FC,-684E1,
0:04:54,0.00,BC9DE2,-CEE8A3,DC9D23,1A434,4A456,-120BF,
0:04:55,0.00,BC44E5,-DD2B47,DC9F12,65BB4,-FB48E,-2A8DF,
0:04:56,0.00,6DC4DA,-DCA118,DCA0F9,-6408,-3480E,-1F10D,
0:04:57,0.00,5F28E5,-DC88E2,DCA083,-1950C,6118B,-8D0,
0:04:58,0.00,5571C0,-DC80F0,DCA06F,B3E3C,-192B,-75BF2,
0:04:59,0.00,4ABF18,-DC7B79,DCA06D,94378,-130BA,-3C2FF,
0:05:02,0.00,3C8A18,-DC737A,DCA1C9,54A80,26EA3,6C892,
0:05:03,0.00,1EEC05,-DC6F79,DCA2C2,BEE34,-C940B,4541D,
0:05:04,0.00,1D776C,-DC6F25,DCA240,-18622,4B708,6E8CB,
0:05:05,0.00,161436,-DC70E0,DCA3A1,A8CF5,-66C79,B5F2C,
0:05:06,0.00,-40386,-DD8F4C,DCA3FE,D6218,22B32,1D566,
0:05:08,0.00,-40348,-728E7F,DCA74F,DF238,615E5,-21FC2,
0:05:09,0.00,-40307,-6EE75A,DCA6DE,251B3,DF8F1,-3C3A2,
0:05:10,0.00,-4030D,-6E2D3F,DCA741,3825E,-7F163,38EE0,
0:05:11,0.00,-40203,-6E1D0E,DCA7A0,B149,-49F50,-5B114,
0:05:12,0.00,-40121,-6E1A07,DCA792,-14678,-69F17,24C75,
0:05:13,0.00,-40230,-6E156A,DCA7C7,-F689,37E9C,29264,
0:05:15,0.00,-40221,-6E1421,DCA727,344ED,8DA10,3B1EE,
0:05:16,0.00,-3FF2E,-6E0E48,DCA68B,-6B2AA,72AF7,-39106,
0:05:17,0.00,-3FF1A,-6E0C07,DCA68D,EEEB5,E17B7,-6FAF2,
0:05:18,0.00,-402F4,-6E0CCE,DCA792,-5C00D,587A9,35FCD,
0:05:20,0.00,-3FFF7,-6E0D5F,DCA8B3,70B2B,-9A134,864AC,
0:05:21,0.00,-40477,-6E0CFB,DCA860,D304F,-C981D,F579,
0:05:22,0.00,-4013F,-6E09F8,DCA700,2B86,-1E562,-572F0,
0:05:23,0.00,-402FA,-6E0A95,DCA86D,ED32,-57F6C,-54A58,
0:05:24,0.00,-3FF0D,-6E0945,DCA73D,1DD2,3931D,-271BE,
0:05:25,0.00,-3FFA0,-6E0871,DCA832,A4A15,22499,-BF90F,
0:05:27,0.00,-401DF,-6E09A7,DCA71A,15D81,2EFBF,30CC6,
0:05:28,0.00,-3FEEF,-6E0A75,DCA6F9,-2F81E,1BB2A,-2506A,
0:05:29,0.00,-3FC35,-6E0945,DCA75B,357AA,C99C5,3CFCA,
0:05:30,0.00,-3FD1B,-6E093C,DCA845,11009,-CB01E,7EAFA,
0:05:31,0.00,-3FC19,-6E099D,DCA775,6E9FE,-ACCCF,-7DD77,
0:05:33,0.00,-3FB85,-6E09C4,DCA7BB,35C76,C303C,-8B951,
0:05:34,0.00,-40247,-6E09E1,DCA797,47DB0,15A1F,-ED5D,
0:05:35,0.00,-3FF7A,-6E08E5,DCA7C9,-748B,-7E0A2,-86F08,
0:05:36,0.00,-3FE43,-6E089B,DCA806,-F14DD,74455,-187D1,
0:05:37,0.00,-3FE18,-6E0712,DCA800,B3A6F,-66F4B,-6E9E8,
0:05:39,0.00,-3FBFE,-6E0712,DCA8A1,843D7,-748E,456E,
0:05:40,0.00,-3FD82,-6E0793,DCA74A,88570,3520A,-F4AD6,
0:05:41,0.00,-3FA1F,-6E06CA,DCA724,6238,25F75,530DF,
