TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:06:16,0.00,E14BCD,-8696E7,DF8B70,A17F8D,9098,1EFA3,
0:06:17,0.00,E14EB8,-8696A4,DF8B45,A15924,-A9ABE,BC26F,
0:06:18,0.00,E14D80,-8696C4,DF8A52,A12E8F,-93639,24955,
0:06:19,0.00,E15281,-86980E,DF8A7F,A1558B,8C181,-50BA,
0:06:20,0.00,E14F65,-869698,DF8A90,A16C83,5E8D5,-2DB97,
0:06:22,0.00,E14E17,-8696CC,DF8B5F,A18B87,2BF0D,-980B2,
0:06:23,0.00,E14EBF,-869687,DF8ACE,A18503,-8C33A,-3A828,
0:06:24,0.00,E1496D,-86966A,DF8CD4,A18D12,-69762,-5A16B,
0:06:25,0.00,E14DB8,-869727,DF8A2D,A1AD4B,-3BEC3,-5CDED,
0:06:26,0.00,E150F4,-8696E1,DF8A4E,A1D80E,-22591,101F,
0:06:28,0.00,E15017,-869791,DF8A75,64B9C6,1432F,26538,
0:06:29,0.00,E14DEA,-86985B,DF89CC,616014,-11C853,690B8,
0:06:30,0.00,E15235,-869802,DF8B49,5EF7E8,6BBE7,-A0163,
0:06:31,0.00,E15044,-8696A7,DF8C1C,5EC90F,B7E4D,-60709,
0:06:32,0.00,E14DDC,-8697D0,DF89F5,6DC781,31A14,16D5F,
0:06:33,0.00,E15050,-86985A,DF8BC4,5E3948,A60F6,218D9,
0:06:35,0.00,E14C8D,-869828,DF8A40,5E1E58,-5F549,D888E,
0:06:36,0.00,E149B3,-869864,DF8B66,5DFFDB,-A1514,EDDDE,
0:06:37,0.00,E14C74,-869879,DF8A3E,5DF0D7,-2F0F3,94325,
0:06:38,0.00,E14CE0,-869869,DF8B65,5DEA1B,7E0BF,-63F2F,
0:06:39,0.00,E151A6,-8697A8,DF8BE2,5DE5AA,-5C489,-1D6E9,
0:06:41,0.00,E14F67,-86A419,DF8BDC,5DDEE3,DCDFB,E3537,
0:06:42,0.00,E14446,-8759BB,DF8B1F,5DE4E0,-7B92C,-2683C,
0:06:43,0.00,956521,-D3A91B,DF8B0F,5DD6DD,AE7A,583BA,
0:06:44,0.00,958610,-D38F85,DF8BCF,5DD9B2,-8BB48,-95C73,
0:06:45,0.00,958731,-D37A63,DF8A97,5DD8B9,4F619,-1D14,
0:06:47,0.00,958976,-D36FC8,DF8BF2,5DD562,1ACA4,7261E,
0:06:48,0.00,9589B6,-D35CB5,DF8C2F,5DD5D9,1113B9,AD21D,
0:06:49,0.00,9587A2,-D34C4D,DF8AFB,5DD7AF,-180C5,-50863,
0:06:50,0.00,958554,-D344A9,DF8BF2,5DDB91,-112B0D,218B0,
0:06:51,0.00,958355,-D33EC6,DF8B49,5DDB0E,-101E23,-E3FE,
0:06:52,0.00,9586E5,-D343AA,DF8CFF,5DDF7A,72579,-B528F,
0:06:54,0.00,9587CE,-D34390,DF8C06,5DDF8C,7CB93,-3C583,
0:06:55,0.00,958AD7,-D33DE9,DF8BF0,5DE0EC,-9BEA9,-1CD8A,
0:06:56,0.00,9587F4,-D33646,DF8B9F,5DDCD9,-5A1D9,159CB,
0:06:57,0.00,958ECD,-D32F7A,DF8BE0,5DE0CB,5F02A,-497F4,
0:06:58,0.00,958A4F,-D32A16,DF8B7E,5DE042,1205B,-45E54,
0:07:00,0.00,9588B5,-D327A0,DF8C2C,5DE0FC,625E9,-56C4A,
0:07:01,0.00,9589DF,-D31F3B,DF8C29,5DDE83,-758DC,8F794,
0:07:02,0.00,9585D7,-D31DF1,DF8B50,5DDD7E,-13609,-976CE,
0:07:03,0.00,958786,-D317E5,DF8BC1,5DE1D1,-C5D43,520F4,
0:07:04,0.00,958B18,-D31375,DF8B40,5DDD37,744CA,1BF6E,
0:07:06,0.00,958EC8,-D30D0D,DF8AC4,5DDC3A,FEF63,-33FCC,
0:07:07,0.00,959073,-D311B9,DF8B90,5DDD6D,86096,-11F204,
0:07:08,0.00,959065,-D30C89,DF8BB6,5DD76C,27FA4,-3B58F,
0:07:09,0.00,958FA9,-D30CB4,DF8BCB,5DD803,-9D670,-A490,
0:07:10,0.00,958E07,-D30FD3,DF89D3,5DDBDD,-5218F,-778ED,
0:07:12,0.00,958D5C,-D31207,DF8AC6,5DE19C,958D5,-12D47C,
0:07:13,0.00,958DFE,-D309A1,DF8AC3,5DE010,-14631,3178C,
0:07:14,0.00,95914F,-D306F2,DF8B6A,5DDE07,E096,-81E29,
0:07:15,0.00,95910A,-D303D5,DF8C12,5DDCFE,CE5DA,-31FA8,
0:07:16,0.00,958E69,-D2FF75,DF8A9D,5DE0DD,-346F7,-908FC,
0:07:17,0.00,958DC0,-D2FEF2,DF89F7,5DE072,-545B7,-4ED52,
0:07:19,0.00,958E2F,-D2FACF,DF8BF5,5DE1DB,-48366,-62F5B,
0:07:20,0.00,958853,-D2FCA2,DF8CBC,5DE378,DB94E,-DDE96,
0:07:21,0.00,958CF4,-D2F98A,DF8BE7,5DE76C,-39E8F,-55E68,
0:07:22,0.00,958D4D,-D2FB09,DF8B77,5DE26B,-BDE16,3DC84,
0:07:23,0.00,958D8E,-D2F942,DF8BDD,5DE1F5,BFAD7,-123E4,
0:07:24,0.00,958EA1,-D2F7BD,DF8B13,5DD6F3,-9DA5D,1F9AE,
0:07:26,0.00,958C2D,-D2F1C5,DF8BB1,5DD9D8,-8602C,-241B7,
0:07:27,0.00,958ED2,-D2F1D4,DF8CB4,5DD810,2B621,715B3,
0:07:28,0.00,958D8E,-D2F29F,DF8CEE,5DD730,-4B025,2B777,
0:07:29,0.00,958E5B,-D2ED63,DF8A6B,5DDB76,B442,-A44F,
0:07:30,0.00,958963,-D2EE0D,DF8C81,5DD7F7,-463C7,-1FD12,
0:07:31,0.00,958D4D,-D2EAED,DF8BD2,5DD90B,104D2D,-761EB,
0:07:33,0.00,958CEF,-D2E93D,DF8AE6,5DD94F,-F4761,EEA12,
0:07:34,0.00,958AF2,-D2EA7A,DF8C43,5DE03C,-B2989,254ED,
0:07:35,0.00,958EE7,-D2EA28,DF8BB2,5DE05A,21274,-86157,
0:07:36,0.00,958C05,-D2EC97,DF8A50,5DDB56,-5E52D,30BC9,
0:07:37,0.00,958FD7,-D2EB39,DF8AD4,5DDEEA,-6F412,-257A2,
0:07:38,0.00,958CBC,-D2E9B5,DF8AA4,5DDBAE,2D90B,-F179D,
0:07:40,0.00,9594AB,-D2E95A,DF8BED,5DDF36,-35D4,7BDD5,
0:07:41,0.00,9591D4,-D2EB6F,DF8A40,5DDC31,F0A56,42AC8,
0:07:42,0.00,959333,-D2E7DD,DF8C0A,5DDB76,-137F9,B5E3E,
0:07:43,0.00,95950C,-D2E919,DF8BFF,5DDE24,82DCA,136F9E,
0:07:44,0.00,9590C2,-D2E927,DF8BF4,5DDE09,-19099,-161586,
0:07:45,0.00,959065,-D2E64D,DF8C66,5DDE54,FE820,-39395,
0:07:47,0.00,9597F6,-D2E9A1,DF9441,5DE4EA,-6F375,2EB4A,
0:07:48,0.00,958E8E,-D2E5B4,DF8B87,5DDF97,6674,D2FE3,
0:07:49,0.00,959168,-D2E76C,DF8C3D,5DDD15,3EAEE,-15D35,
0:07:50,0.00,958DED,-D2E3B9,DF8B4E,5DE126,6A1E9,-88B0E,
0:07:51,0.00,959060,-D2E277,DF8A1C,5DDE69,336C1,-73EE5,
0:07:52,0.00,958F89,-D2E024,DF8A88,5DE088,-1D545,7BAD,
0:07:54,0.00,958D0D,-D2DDF6,DF8C44,5DDF7C,-4DEC9,39F27,
0:07:55,0.00,958C1B,-D2DC18,DF8C63,5DD74B,20716,-16D5B1,
0:07:56,0.00,958C9D,-D2DC89,DF8A5F,5DDAE5,4A001,AC01E,
0:07:57,0.00,958F5E,-D2DB92,DF8BAC,5DDC48,-C6865,-526AE,
0:07:58,0.00,958F56,-D2DBE6,DF8C01,5DE231,-801D4,-36C02,
0:07:59,0.00,959043,-D2DB3C,DF8A0F,5DE7F2,29506,-54DDE,
0:08:01,0.00,9590AD,-D2DA12,DF8CCE,5DE60D,4B7E6,-8D02A,
0:08:02,0.00,958F58,-D2DC3A,DF8B32,5DD99A,-4389D,-5858C,
0:08:03,0.00,958E87,-D2DABD,DF8AFF,5DD379,-EA9A,-7FDB1,
0:08:04,0.00,9590D0,-D2D961,DF8CDF,5DD486,-3506D,4C979,
0:08:05,0.00,958E88,-D2DA5B,DF8AFD,5DD0F0,8538A,-1CEFB,
0:08:06,0.00,959045,-D2D69C,DF8C73,5DD47B,-2EA3D,-266D3,
0:08:08,0.00,9590AD,-D2D70A,DF8BC2,5DDA89,10A0A,A12EB,
0:08:09,0.00,958E5F,-D2D75D,DF8C5F,5DDF42,-116055,-17471D,
0:08:10,0.00,958FFC,-D2D52D,DF8AD4,5DDAA3,-6DBD3,68609,
0:08:11,0.00,958FD4,-D2D1BF,DF8C50,5DDBF2,4525F,-74E3,
0:08:12,0.00,959322,-D2D111,DF8C3C,5DD539,-AA440,-9BA7,
0:08:13,0.00,958F3A,-D2D159,DF8B48,5DD584,64844,-C7B3E,
0:08:15,0.00,958BD0,-D2D021,DF8B4F,5DD6E4,-88C03,-FA45,
0:08:16,0.00,958EB3,-D2CE6B,DF8C42,5DDC58,372B6,22DA0,
0:08:17,0.00,95912F,-D2CDBB,DF8BFF,5DDE77,-A292B,72771,
0:08:18,0.00,959537,-D2CB19,DF8CAF,5DDEE5,-BF69F,-B657,
0:08:19,0.00,958FB8,-D2CE47,DF8A63,5DE0D3,CF493,-54838,
0:08:20,0.00,958EF1,-D2CBC2,DF8B80,5DDC9C,DDB21,-6E85B,
0:08:22,0.00,9592D3,-D2C72C,DF8CBE,5DDD3D,FC38E,1670C,
0:08:23,0.00,958ED4,-D2C670,DF8BBA,5DDE4C,-68835,-112203,
0:08:24,0.00,958FA1,-D2C5F0,DF8A46,5DDD1C,4D522,-1549A3,
0:08:25,0.00,959229,-D2C49A,DF8ACD,5DE2A4,-4407D,9693B,
0:08:26,0.00,9592A2,-D2C674,DF8C74,5DE584,8CD9,-78F,
0:08:27,0.00,959298,-D2C76C,DF8BEA,5DE2AE,9AD36,-3353D,
0:08:29,0.00,958F0A,-D2C6A1,DF8CE9,5DE0EE,-529DB,60BE5,
0:08:30,0.00,959180,-D2C426,DF8C55,5DE268,33B6D,469DB,
0:08:31,0.00,958FFC,-D2C368,DF8B30,5DE0EF,-1025C2,-D5450,
0:08:32,0.00,958F3A,-D2C00C,DF8C1E,5DE130,9B9D0,-539FB,
0:08:33,0.00,959301,-D2C01C,DF8B93,5DE0D9,-804B4,75D60,
0:08:34,0.00,95912A,-D2C087,DF8CAF,5DE0E2,-F430,9F035,
0:08:36,0.00,958FB3,-D2C125,DF8BAF,5DE1A2,752CE,-54600,
0:08:37,0.00,958FDE,-D2C021,DF8BFF,5DE1CB,-93E0B,-4672E,
0:08:38,0.00,958F8E,-D2BDE2,DF8B36,5DE4C1,-781C9,-B944C,
0:08:39,0.00,958C37,-D2BD66,DF8AD6,5DE03E,12405,662AA,
0:08:40,0.00,958F03,-D2BEB0,DF8A4E,5DE3DD,-1593B7,-1F99F,
0:08:41,0.00,959124,-D2BC67,DF8BC3,5DE1D4,45C70,95466,
0:08:43,0.00,958F66,-D2BAC9,DF8BC3,5DE2FB,-67664,-2B78A,
0:08:44,0.00,959159,-D2BAD6,DF8B71,5DE675,E2576,103B4D,
0:08:45,0.00,95909F,-D2BB48,DF8BAC,5DE9EE,-41791,5C6DA,
0:08:46,0.00,9590C4,-D2BB91,DF8B99,5DE5D7,-10F92C,-8A3F,
0:08:47,0.00,9591F7,-D2BB0B,DF8B07,5DE822,-A14D6,-306B,
0:08:48,0.00,9590BA,-D2B936,DF8B2D,5DE32E,-159D5,-73A0A,
0:08:50,0.00,958F73,-D2B81B,DF8BFC,5DE6EB,E90FC,-777C8,
0:08:51,0.00,958E3F,-D2B7F3,DF8B8D,5DE959,-149598,-20E0D,
0:08:52,0.00,958AA4,-D2B80B,DF8B84,5DE930,-97498,55E9D,
0:08:53,0.00,95912F,-D2B70D,DF8C56,5DE71F,11A29,-2BFE4,
0:08:54,0.00,958E56,-D2B73D,DF8C3C,5DE8CE,-46270,-36E38,
0:08:55,0.00,958E71,-D2B591,DF8B35,5DEC38,-13A5F,2DFAD,
0:08:57,0.00,958E85,-D2B799,DF8B83,5DEB82,-94EDF,-83356,
0:08:58,0.00,9590CD,-D2B541,DF8B41,5DE586,-AF212,-93ED6,
0:08:59,0.00,958EAC,-D2B57D,DF8C31,5DEAAC,834E,F0DF6,
0:09:00,0.00,958AD0,-D2B627,DF8ADF,5DEAEE,-A62ED,CAA01,
0:09:01,0.00,958A6E,-D2B40B,DF8BCA,5DECFF,-FF9,2983A,
0:09:02,0.00,958B10,-D2B478,DF8BE5,5DE9FD,3AE85,-31D55,
0:09:04,0.00,958D63,-D2B45B,DF8C36,5DECA6,-6C7A6,7950C,
0:09:05,0.00,958A61,-D2B364,DF8C79,5DEF12,-6068E,-236FD,
0:09:06,0.00,958D76,-D2B37B,DF8BDD,5DEB24,-41A42,-745E5,
0:09:07,0.00,958E22,-D2B2FF,DF8C3F,5DE45F,9021,-49763,
0:09:08,0.00,958C37,-D2B3ED,DF8BED,5DEAD7,-5C8E7,16AF0,
0:09:09,0.00,958D0B,-D2B3D7,DF8C48,5DEE4F,788DC,4F24E,
0:09:11,0.00,958CAC,-D2B3FA,DF8B73,5DE929,-989A0,-67C02,
0:09:12,0.00,958C96,-D2B365,DF8B93,5DE397,59DB4,-C47C4,
0:09:13,0.00,9588F9,-D2B4AD,DF8B0A,5DE824,-DD09,-1C7A5,
0:09:14,0.00,9588F3,-D2B4B9,DF8BA3,5DE697,-434A8,-23F6A,
0:09:15,0.00,95883E,-D2B4C8,DF8BF0,5DE779,-C7D38,AF91,
0:09:16,0.00,95893D,-D2B2B3,DF8BD9,5DE57F,98903,6C803,
0:09:18,0.00,95883D,-D2B1C5,DF8B1D,5DE863,8C390,8D663,
0:09:19,0.00,9587A9,-D2AE4B,DF8BD4,5DE9EE,-365DA,-2A546,
0:09:20,0.00,958922,-D2AD8C,DF8C51,5DE87D,-4975,BCA36,
0:09:21,0.00,9588EF,-D2B0C2,DF8B27,5DE5EF,-CC765,-D351,
0:09:22,0.00,958820,-D2B094,DF8C0D,5DE8A0,-CFF09,9179E,
0:09:23,0.00,95892F,-D2B01F,DF8AFD,5DE7C6,11C9,-3CB91,
0:09:25,0.00,958750,-D2AC7D,DF8AEB,5DE7E3,44B72,-B0A9D,
0:09:26,0.00,958D7D,-D2AC1F,DF8B1D,5DE793,-3BF6A,-44FE3,
0:09:27,0.00,958B6B,-D2ACD4,DF8A21,5DE8D8,-9F118,-6CC66,
0:09:28,0.00,958730,-D2ADAA,DF8C72,5DEC2F,D865A,-E4461,
