TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:00:51,0.00,AC6EAB,868C01,-2A79F3,BF1D43,5BF04,666E4,
0:00:52,0.00,AC726C,868BDC,-26CBB2,BF1860,15C118,-94973,
0:00:54,0.00,AC7242,868BCE,-1B1631,BF1024,-2EC2E,42D34,
0:00:55,0.00,AC6D76,868D06,-1EE4E0,BEE2E9,-24DF5,-1FA74,
0:00:56,0.00,AC6DC2,868C15,-2AC970,BECC86,20685,-90266,
0:00:57,0.00,AC6E65,868DC6,-1E877D,BEF51D,5DD74,-882D3,
0:00:58,0.00,AC6D6B,868CD9,-1DCF41,BE72F0,-CCA9A,-6BCFB,
0:00:59,0.00,AC6EFD,868D25,-1DBC9F,BE026B,-FF0F,-A060E,
0:01:01,0.00,AC6E34,868DCA,-1D650D,BDD5ED,6A8C7,11136,
0:01:02,0.00,AC6EBA,868D7D,-16C7F9,BE205E,56F45,-45568,
0:01:03,0.00,AC716A,868DBC,-1BF6DC,BEA7F4,11A9B,-F51F1,
0:01:04,0.00,AC6EE7,868D75,-20E8AD,BE2052,BA558,23260,
0:01:05,0.00,AC6EAC,868DF7,-27917F,BC3319,F1D19,83611,
0:01:07,0.00,AC727E,868EE8,-2384B0,BC4D77,-1C830,1AB89,
0:01:08,0.00,AC6FC4,868E57,-20F42A,BC79A4,-170C1,-DBEF7,
0:01:09,0.00,AC6D52,868D1A,-281A00,BC94CF,C5D71,-426D,
0:01:10,0.00,AC6E0F,868DCD,-265EA1,BCAE3E,75965,A844E,
0:01:11,0.00,AC6C73,868E1E,-243FF3,BCE1DF,24151,-D9D09,
0:01:13,0.00,AC6D91,868DB3,-1D6319,D4C82B,-73E3,D4446,
0:01:14,0.00,AC719C,868D3E,-1DB0FD,D4CE09,-D56F,-17AF5,
0:01:15,0.00,AC6E7F,868BF1,-209FBF,D4E3A8,2DC20,87798,
0:01:16,0.00,AC6EBE,868C5A,-23E3E5,D4DA70,-70049,-33E2F,
0:01:17,0.00,AC7498,868C07,-1E5514,D4B6F3,-C9F51,13AEB8,
0:01:18,0.00,AC6F32,868CF0,-221127,D4CF69,-602A0,3B110,
0:01:20,0.00,AC72FF,868C7F,-1D2ABF,D4B9E0,A213,441E1,
0:01:21,0.00,AC7309,868D42,-1FBD33,D4AB7B,-EB87A,-649AF,
0:01:22,0.00,AC721B,868DCB,-2724BB,D4D6F4,-FA9E2,-40B22,
0:01:23,0.00,AC7301,868DBB,-1A6EC8,D4A6C7,-9C8FD,34EF6,
0:01:24,0.00,AC733C,868E14,-221A18,D4DA77,-F0A3,-4ACD6,
0:01:25,0.00,AC6940,868D94,-1E86BE,D4C929,B3277,-A60B3,
0:01:27,0.00,AC70BC,868E3D,-1D1788,D48EFC,-5EB6,-BB640,
0:01:28,0.00,AC7049,868CF6,-23D624,D4A06E,-9FD8C,2FBBC,
0:01:29,0.00,AC6E41,868DDA,-1E40C4,D4ACBB,-701E4,-24E06,
0:01:30,0.00,AC6DD1,868CAE,-1A4B78,D4BC93,-214E7,-49DB4,
0:01:31,0.00,AC6B5F,-5CAEBA,-15A404,D4CC4A,-45FB3,DE7BD,
0:01:32,0.00,AC6A05,-611D31,32099D,D4BDCF,276D85,468200,
0:01:34,0.00,AC68AC,-5766A7,-1FEA10,D4CE6F,-49F82,-1433D,
0:01:35,0.00,AC6829,-5E5DF0,-1B78A7,D4C5FD,-E88DE,-63840,
0:01:36,0.00,AC7022,-8694AA,-143B23,D4C980,-670F9,14AB18,
0:01:37,0.00,AC6C9F,-869D25,-1E41EE,D4B9B9,-9847E,5DE0F,
0:01:38,0.00,AC6977,-869748,-222486,D4B100,-64A53,D1C,
0:01:39,0.00,AC6C7E,-869750,-202538,D4CBF6,E8AF5,95C7,
0:01:41,0.00,AC6ADD,-86968F,-2095B0,D4C1C8,-38028,1F081B,
0:01:42,0.00,AC6E82,-86976B,-18E97E,D49A88,-132E2D,56E80,
0:01:43,0.00,AC6C98,-86971A,-26870A,D4AAA4,15227,-9A8C5,
0:01:44,0.00,AC6981,-869584,-1E2940,D4B6F8,-81AAC,-2DCE9,
0:01:45,0.00,AC6711,-869610,-16457D,D4B5B3,-4B167,E038F,
0:01:46,0.00,AC674F,-8694D1,-1B2370,D4CA80,16826,1EB01,
0:01:48,0.00,AC689B,-8696C0,-2023A2,D4B9C1,7801C,30421,
0:01:49,0.00,AC6A69,-86965E,-21898B,D4BC87,-A05CC,E85E6,
0:01:50,0.00,AC6DE7,-86960B,-15BAB5,D4CD42,CBE6D,1AE18,
0:01:51,0.00,AC7085,-8695C6,-1CA2BE,D4C738,-D5DC,-64EDF,
0:01:52,0.00,AC6F5A,-869477,-1B88F8,D4DBBB,-F483,-4ACC,
0:01:53,0.00,AC700E,-86959A,-195FD7,D4CD6E,-1155FA,463EB,
0:01:55,0.00,E1E372,-869443,-1CD67B,D4C5E5,-B15B4,-91880,
0:01:56,0.00,E16948,-869638,-1E423C,D4B89E,-6CE0C,72E88,
0:01:57,0.00,E15FF9,-869651,-1951A8,D44426,-270B9,-84C3A,
0:01:58,0.00,E15DCF,-869617,-20BC26,CF1386,-BF809,-7BBD9,
0:01:59,0.00,E15B56,-869755,-1534D5,C4DBF1,EB91,10B9E,
0:02:00,0.00,E15326,-869746,-23F9B5,1000000,D303,-4463C,
0:02:02,0.00,E15A87,-8695EE,-1ACB39,1000000,-4EC39,-22ED8,
0:02:03,0.00,E1562D,-8697DA,-1ED244,5A18B2,-A290F,-3DE4A,
0:02:04,0.00,E152C9,-869758,-1DDFC0,BFAA1B,-39E76,-1024E,
0:02:05,0.00,E15295,-869791,-1C1A60,A6E573,-500CA,1763A,
0:02:06,0.00,E15443,-8696B5,-1D80D6,A13626,-4D5EA,A40E4,
0:02:07,0.00,E155BD,-86955E,-1A34F9,A03CF1,EBB8D,-102F9C,
0:02:09,0.00,E152EB,-8696FD,-1611E2,1000000,25A62,FA06F,
0:02:10,0.00,E14D3F,-869753,-189F58,615E41,-8E4B4,-49DCD,
0:02:11,0.00,E1560A,-8695F2,-1244A3,BB3100,-975E0,-18A62,
0:02:12,0.00,E150A7,-869550,-1BEBBE,C20395,2CAC1,-90CC,
0:02:13,0.00,E150A6,-8695C6,-17815F,D649BE,5427F,-7F99D,
0:02:14,0.00,E14E65,-869652,-1F14DC,914A37,-3ABCE,-64B46,
0:02:16,0.00,E15089,-8695F4,-1977E3,8D1354,-BF2D9,-15FBE0,
0:02:17,0.00,E150C3,-86958A,-123F82,8D66CF,C14C4,54966,
0:02:18,0.00,E14F91,-869624,-1FB4C5,1000000,-3F6C1,-FD8B,
0:02:19,0.00,E1500C,-8695B7,-1A7B39,1000000,-1E1A3,388A5,
0:02:20,0.00,E14D8B,-869556,-19E434,1000000,2FBBB,-18777,
0:02:21,0.00,E14D27,-869729,-18886F,E0E420,-11FA51,-2F47F,
0:02:23,0.00,E14F7B,-8695DD,-1B3FB7,EEB526,284D7,15F7E,
0:02:24,0.00,E14C50,-86979F,-22131D,C7434B,-AABD8,-46FEE,
0:02:25,0.00,E14F54,-86970F,-2084D7,B93948,-7FD8B,355E5,
0:02:26,0.00,E151B9,-86963B,-24D4D0,B45584,C33C4,5B0C6,
0:02:27,0.00,E14FAE,-869763,-1DDE6A,B16E60,-7CED2,-134A3,
0:02:28,0.00,E15073,-8697DC,-152C4A,4E5BBB,BC51A,-3FEF6,
0:02:30,0.00,E14C8D,-86969A,-1E6BA5,-1331AA,96DBB,-3727B,
0:02:31,0.00,E1478B,-86965E,-2028EF,-100F0F,-22826,-536C8,
0:02:32,0.00,E1480B,-8696C3,-1DB879,-1D0F4B,B249E,-EAD57,
0:02:33,0.00,E14928,-8697CE,-1D06F5,-143C01,-44663,FDA4A,
0:02:34,0.00,E14AAC,-869689,-1D693D,-114DB2,F79EF,-94D0,
0:02:35,0.00,E14C25,-869702,-1C9B58,-108DA0,88555,-78C4B,
0:02:37,0.00,E1493D,-86965A,-195609,-204E64,65DC9,-1E07E,
0:02:38,0.00,E146BB,-869622,-13822F,-4D5714,2D14B,-54AF4,
0:02:39,0.00,E14668,-86960A,-1D5891,-1A1E75,-6EB08,83ED3,
0:02:40,0.00,E1490B,-8695EA,-178638,-26A35F,A6522,-56BB6,
0:02:41,0.00,E145E0,-869673,-19C775,9B5FB0,BC11A,-E47E,
0:02:42,0.00,E145DF,-8697F1,-22F2D7,C60BB7,-5AA84,-87581,
0:02:44,0.00,E148EB,-86979A,-228C82,B20D20,1B442,8EAAB,
0:02:45,0.00,E146F1,-869574,-158167,AE98D5,A9C2F,-8FD6C,
0:02:46,0.00,E145F2,-869632,-19A2CC,AE1B7D,C25,D0DB9,
0:02:47,0.00,E14387,-8696F1,-1D22E7,AD21DD,13427,-8EF9C,
0:02:48,0.00,E145F9,-86967D,-1D6042,AC9D1F,-56142,-95F92,
0:02:49,0.00,E148E3,-86961F,-197EB5,AB88C0,54F49,-ABC6A,
0:02:51,0.00,E149BF,-8696A5,-230D05,AA87AE,11219F,-87C31,
0:02:52,0.00,E14822,-869733,-1EDD39,A9B34A,D59CD,171B8,
0:02:53,0.00,E14ACC,-86960E,-1A1A7D,AA160E,-38064,-340B4,
0:02:54,0.00,E149BD,-86969A,-205E25,A9711D,-5B310,-C18AA,
0:02:55,0.00,E14A4F,-86988C,-1BE454,A88B98,2787E,-B213C,
0:02:56,0.00,E145F8,-869714,-170C58,A84697,-B507C,-C935B,
0:02:58,0.00,E14ACE,-8695C4,-17AD5F,A5CCE7,5F07E,-8285E,
0:02:59,0.00,E14B82,-86970B,-1A71A5,A5BBF8,61D75,26FDE,
0:03:00,0.00,E1498C,-86977B,-1EAC84,A47B96,48868,1B6FF,
0:03:01,0.00,E1466A,-86977B,-1A8274,A3C7DC,-BEF44,35568,
0:03:02,0.00,E14A3C,-869623,-259437,A34311,-BF3E,3EA52,
0:03:03,0.00,E148FA,-869799,-20BF13,A32AB8,B2757,-10CE3,
0:03:05,0.00,E14B2D,-8696AF,-21F515,A33994,56682,-37775,
0:03:06,0.00,E14C52,-869756,-1BA23B,A33391,10080A,-4A246,
0:03:07,0.00,E14D7B,-869636,-1C7CCE,A2FC13,CE073,-1561FE,
0:03:08,0.00,E14A32,-869688,-1CD520,A2A7CE,FFCB4,-307B9,
0:03:09,0.00,E14820,-8696C7,-1F8F19,A247F2,-D9804,-97B6E,
0:03:10,0.00,E14CC3,-869842,-199380,A22CE9,13063,52F,
0:03:12,0.00,E149EF,-869863,-20FDA9,A2416C,A884A,-57FBD,
0:03:13,0.00,E14B9E,-8697E4,-21E21C,A1E912,C54AC,-67674,
0:03:14,0.00,E140F9,-8697A5,-252748,A206D0,-26D8E,-4D050,
0:03:15,0.00,E14C97,-8697FC,-13E0B1,A1ED71,-57B6A,33022,
0:03:16,0.00,E14F9A,-8697C3,-1BE043,A1F2AD,-5E325,-5E87E,
0:03:17,0.00,E14CED,-86973A,-1DC89F,A2269B,5C9D5,-3EEFF,
0:03:19,0.00,E14D07,-8698EB,-1C3E1F,A23BE4,-111AC9,9D56,
0:03:20,0.00,E14BD0,-86973F,-1C2AE9,A212EF,-A7394,4829D,
0:03:21,0.00,E14C8E,-86973B,-1EE422,A2484B,-3BF2C,184FE,
0:03:22,0.00,E149FE,-86985E,-1AE705,A23E42,-1086D,-9E547,
0:03:23,0.00,E14C78,-86987E,-188510,A25177,-26077,73A12,
0:03:25,0.00,E14843,-869921,-236B60,A2545A,81F7F,-C043E,
0:03:26,0.00,E1493D,-869822,-1B038C,A29123,-DDCCC,C778C,
0:03:27,0.00,E14618,-8698DA,-1CF02D,A2246F,-10C99F,-81026,
0:03:28,0.00,E143E4,-869A21,-1C99D5,A21C4C,2B349,-18881B,
0:03:29,0.00,E146EB,-869A12,-1BE82E,A20130,192B9,-18DAA,
0:03:30,0.00,E1485F,-869921,-1F8479,A219C0,45139,D3E0F,
0:03:32,0.00,E14A13,-869823,-2138B1,A25428,-787AA,56693,
0:03:33,0.00,E14571,-869928,-2C858B,A28389,BBE0,64E96,
0:03:34,0.00,E1483C,-86995D,-217C7A,A2A290,-CA706,C147,
0:03:35,0.00,E14C12,-8698B4,-1F7DDC,A2894D,-75A96,-12CEB7,
0:03:36,0.00,E14AB2,-869835,-1CD3E8,A2A1B7,1BB32,-21203,
0:03:38,0.00,E1494F,-869849,-226ED1,A2AB97,FD5F,-10FE14,
0:03:39,0.00,E14946,-8699E3,DF8B80,A2A6ED,787B3,-ADF0B,
0:03:40,0.00,E14A1E,-8698CE,DF8B3A,A2A948,3A072,-3D16D,
0:03:41,0.00,E1491F,-8699A1,DF8C31,A29C69,15548,839A9,
0:03:42,0.00,E147F4,-8698FE,DF8B4A,A29E68,-4CDE7,-B3DBE,
0:03:44,0.00,E148F6,-8698AF,DF8D0C,A2980F,-4BB78,77F31,
0:03:45,0.00,E149DA,-86993F,DF8B33,A2E467,-1406EF,B7BF9,
0:03:46,0.00,E14A59,-86983E,DF8A6B,A2DB2B,E5E09,-1CF3F,
0:03:47,0.00,E1495E,-8697F4,DF89E2,A2C762,16FDD,-26D52,
0:03:48,0.00,E14288,-869844,DF8B80,A319D2,4311B,-5CC6B,
0:03:49,0.00,E146D9,-86995F,DF8BD8,A2F883,9F18E,4C2C7,
0:03:51,0.00,E145B5,-869959,DF89E3,A281D5,20FB0,-B418,
0:03:52,0.00,E1461D,-8699A4,DF8C20,A298B1,-93B59,-DB2FA,
0:03:53,0.00,E144DC,-869AB7,DF8B6B,A2DA24,5B1F2,1DCE7,
0:03:54,0.00,E1463D,-869A7A,DF8A97,A29B32,-D070A,27675,
0:03:55,0.00,E1434B,-869AD6,DF8BB1,A29FF2,A0881,-761AF,
0:03:57,0.00,E1456F,-869A07,DF8C26,A23F2E,-2D4FF,-22BAB,
0:03:58,0.00,E14124,-8699C3,DF8A7F,A23701,84DF2,688D3,
0:03:59,0.00,E144C4,-8699BF,DF8AAB,A226A6,-1346C,6E084,
0:04:00,0.00,E142D2,-869A48,DF8B18,A2173A,-27033,71D79,
0:04:01,0.00,E145DE,-8699D9,DF8B40,A1FA95,42909,-117428,
0:04:03,0.00,E143D0,-869A66,DF8B75,A1FED6,-82252,-C44D4,
0:04:04,0.00,E14406,-869A53,DF8C01,A21216,-9B57A,28149,
0:04:05,0.00,E14E4E,-869994,DF8BD8,A1E821,-F26BC,-9235E,
0:04:06,0.00,E14E12,-869A49,DF8B23,A1ED48,-14B0E9,-616DC,
0:04:07,0.00,E14C77,-8698DF,DF8ABE,A1F2ED,-BE1BF,-5C0C6,
0:04:08,0.00,E147F4,-8698F5,DF89F4,A1DC6C,-1248C6,-30DAC,
0:04:10,0.00,E149F1,-8699D7,DF8B9B,A1EE35,-CEE2F,-4C48,
0:04:11,0.00,E1477B,-8699AD,DF89C7,A1EA2D,F6CF2,-AF050,
0:04:12,0.00,E14A5F,-869998,DF8B1B,A1F565,2024,-9E592,
0:04:13,0.00,E14F54,-86994A,DF8B26,A1CC5B,-9FB7E,-E83B4,
0:04:14,0.00,E14BFA,-8699D7,DF8AC2,A1D9E1,-71EBF,139478,
0:04:16,0.00,E1497D,-869A2A,DF8BBF,A20CF2,-4109C,-37187,
0:04:17,0.00,E14D4A,-869ABC,DF89A6,A1C4F5,170A3,-B3C84,
0:04:18,0.00,E1478B,-869A31,DF8C1B,A1CACA,-62D8E,-11219,
0:04:19,0.00,E14BAB,-869AC1,DF8B5A,A1D346,AD34,-EDE1E,
0:04:20,0.00,E14D5E,-8698E0,DF8A6A,A1BE9A,8507B,-B6F7C,
0:04:21,0.00,E1492A,-869997,DF8B8D,A1C441,-94A54,3DAA,
0:04:23,0.00,E14A5D,-869969,DF89D3,A193A4,-1136F5,4B8F7,
0:04:24,0.00,E14B0A,-8699C5,DF8A6D,A1B799,539C8,-1807B,
0:04:25,0.00,E14B1F,-869981,DF8C72,A1B53D,7679B,90C6,
0:04:26,0.00,E14DF7,-86983C,DF8AB3,A1B3A2,-6FA1B,-4743E,
0:04:27,0.00,E148D6,-869912,DF8B61,A1B339,-D740,74B85,
0:04:28,0.00,E14B9A,-869930,DF8B10,A1D033,-5BBD,40FE2,
0:04:30,0.00,E1507E,-869998,DF8A91,A1D88B,-5EE37,69AA7,
0:04:31,0.00,E1495B,-869916,DF8BF9,A1B958,943CF,DB028,
0:04:32,0.00,E149AF,-869822,DF8A4C,A1B160,-B12F,198B5,
0:04:33,0.00,E1480C,-869738,DF8C26,A1C640,5D796,-5CAF7,
0:04:34,0.00,E146C2,-869804,DF8BDB,A1C821,-564F3,7CAEA,
0:04:35,0.00,E14ABA,-86984B,DF8AA5,A19A5E,-C1C28,-1EC17,
0:04:37,0.00,E1467F,-86988C,DF8AFC,A1D14B,-63902,-524FE,
0:04:38,0.00,E14783,-869753,DF8BB1,A1B9DB,-4A17E,-80B6A,
0:04:39,0.00,E14AC3,-86984A,DF8C81,A1E33A,9546,-EB5D1,
0:04:40,0.00,E14B23,-869841,DF8AB4,A1C4D5,66C85,6D721,
0:04:41,0.00,E14B52,-869811,DF8C1A,A1C788,-491CA,-6C5E9,
0:04:42,0.00,E14674,-869768,DF89C1,A1B1AF,6E067,686B,
0:04:44,0.00,E1491A,-869970,DF8958,A1E02C,-38947,-57938,
0:04:45,0.00,E14915,-869949,DF8B7E,A1D18F,5507,-D71BA,
0:04:46,0.00,E14974,-869883,DF8A22,A1F712,-5B3EF,-2C545,
0:04:47,0.00,E14D1A,-869959,DF8C4B,A1E24C,6A1AB,-ADC6E,
0:04:48,0.00,E14CFE,-86996E,DF8BE1,A1EC4D,47299,48779,
0:04:49,0.00,E14AA9,-869960,DF8A65,A1D500,-4F39D,-97D42,
0:04:51,0.00,E14657,-8698E7,DF8AD6,A1DF7F,50152,A8A16,
0:04:52,0.00,E149BF,-86991A,DF8BA7,A1D684,-50E3E,EBBF3,
0:04:53,0.00,E14483,-86993C,DF8B7F,A1DEEB,-56189,4FF61,
0:04:54,0.00,E148B3,-8698BA,DF8B80,A1CA89,-3C0CB,-2EAD9,
0:04:55,0.00,E14B53,-8698DB,DF8B3C,A1C75E,-4395F,-804D5,
0:04:56,0.00,E14932,-869865,DF8A99,A1A09E,-6C49,794CD,
0:04:58,0.00,E1475F,-869824,DF8A40,A18F49,1A447,-A752E,
0:04:59,0.00,E14718,-86973D,DF8A37,A19143,960D,-13AB8B,
0:05:00,0.00,E1433B,-8697C3,DF8B08,A19391,-61606,4A787,
0:05:01,0.00,E14814,-869808,DF8BC7,A1B2DB,2CCF8,4C8,
0:05:02,0.00,E14103,-869874,DF8BE1,A1A677,3EBE2,-81858,
0:05:03,0.00,E14594,-86988B,DF8B46,A189D7,-BAD61,12DE,
0:05:05,0.00,E1487C,-869868,DF8B49,A1C001,29622,17DED5,
0:05:06,0.00,E14533,-86985E,DF8BC0,A19EE6,CCFA7,-6968C,
0:05:07,0.00,E145C4,-8697FC,DF8C32,A18942,-F8450,BF81C,
0:05:08,0.00,E140D8,-8697D7,DF8A72,A19889,23A83,1F1D1,
0:05:09,0.00,E14318,-86983A,DF8A48,A1A9DF,-A6E49,5A6D8,
0:05:10,0.00,E1467D,-8697EF,DF8951,A1E040,-78091,-4490B,
0:05:12,0.00,E146D5,-869815,DF8ACC,A1CF37,B0904,74AB0,
0:05:13,0.00,E14983,-8698F8,DF8AAE,A1E37B,-24F8B,-132507,
0:05:14,0.00,E14587,-86976A,DF8AA7,A1DB87,-D24C2,-1374F,
0:05:15,0.00,E14848,-8697A8,DF8A55,A1BA22,6A200,-FD3E3,
0:05:16,0.00,E149DF,-8698BB,DF8A40,A1D6C2,-6F5B7,-3A7C7,
0:05:17,0.00,E14B29,-8697BB,DF8A4C,A1FAC4,837AA,-68A94,
0:05:19,0.00,E148F5,-869871,DF8971,A2118B,-61F30,-155E43,
0:05:20,0.00,E148AD,-869654,DF8ACA,A222FF,4E5BA,-5E97A,
0:05:21,0.00,E14B7A,-86978F,DF8B22,A21BC7,109BFC,-8DC4D,
0:05:22,0.00,E14E54,-8696C6,DF8B05,A2295E,-1A2D0,F0198,
0:05:23,0.00,E148F4,-8696F8,DF8A53,A21013,B96FB,-9E6E6,
0:05:24,0.00,E14B06,-869874,DF8AB7,A220BF,A2762,AB07F,
0:05:26,0.00,E14904,-8697E8,DF8B32,A22211,31534,72D8E,
0:05:27,0.00,E149C9,-869987,DF8C3D,A21A6F,3715A,-69EFB,
0:05:28,0.00,E14BDB,-8697A4,DF8BAA,A216BB,11FCD9,5F363,
0:05:29,0.00,E14D4B,-869771,DF8AE1,A22572,-E3F58,3228B,
0:05:30,0.00,E14D11,-86978E,DF8A86,A21FB5,2072F,486,
0:05:31,0.00,E14AE7,-869733,DF8AD4,A28588,214D5,-B4D9E,
0:05:33,0.00,E14EC3,-8696C8,DF8C40,A2A439,165F63,122108,
0:05:34,0.00,E14D79,-8697B1,DF8CD8,A26CF2,-29005,-7898F,
0:05:35,0.00,E14FB1,-86978F,DF8C42,A2900D,-4E73E,B61CB,
0:05:36,0.00,E14CAD,-869859,DF8AFD,A241CA,-AFE3D,23091,
0:05:37,0.00,E14F04,-869664,DF8B60,A26D07,-68D9E,-F036D,
0:05:38,0.00,E15058,-8696CE,DF8ACF,A27E96,B943F,C1107,
0:05:40,0.00,E15023,-8697A5,DF8995,A26BBA,100CB,-77F38,
0:05:41,0.00,E14FFC,-86986E,DF8A54,A26C74,21DA7,FABE,
0:05:42,0.00,E14F0C,-8698B2,DF89DD,A271FE,-C69A,-6A439,
0:05:43,0.00,E14D91,-8697DA,DF8AFB,A23360,-B0B7F,-37769,
0:05:44,0.00,E14CD2,-8697DA,DF8BE9,A24356,-70AC9,-57B87,
0:05:45,0.00,E14B94,-869601,DF8B9B,A24647,-8B71C,-A6A81,
0:05:47,0.00,E15190,-869754,DF8C75,A22A90,-D213B,-1501BA,
0:05:48,0.00,E1525E,-869740,DF8C4C,A212A5,-4DCC6,37E09,
0:05:49,0.00,E15247,-8698BE,DF8B39,A2025D,7DAEC,-48691,
0:05:50,0.00,E14B63,-869876,DF8C3F,A1F5E0,-5BE08,6E420,
0:05:51,0.00,E14FB8,-8697E7,DF8BED,A1F23F,-129B17,6296E,
0:05:52,0.00,E14D04,-869855,DF8AED,A2272A,6A7EA,56A64,
0:05:54,0.00,E14B4C,-8697A5,DF8AC8,A22B17,9960A,2A92,
0:05:55,0.00,E14B41,-86974B,DF8B8A,A26426,4956F,17661,
0:05:56,0.00,E14B52,-8698AB,DF8B2C,A29FDB,113FB0,-71841,
0:05:57,0.00,E150FD,-8697EC,DF8BE3,A2403B,-2B1DA,-189BE,
0:05:58,0.00,E14A9B,-86982E,DF89DF,A225A8,-13364,380F6,
0:05:59,0.00,E14E31,-869871,DF8C0D,A1FAEB,3F2F5,14A2F,
0:06:01,0.00,E14E12,-8697BB,DF8A3B,A1DDF1,-78F5F,-5FE3B,
0:06:02,0.00,E14D1C,-86979F,DF8B11,A1A9C4,BCCD,-33944,
0:06:03,0.00,E14EA4,-8697F7,DF8AE0,A1A866,-BFD06,-BEA45,
0:06:04,0.00,E150AE,-869790,DF8BD0,A19545,-24C55,106445,
0:06:05,0.00,E15049,-8697CB,DF89F5,A18896,-10328A,-5BE86,
0:06:06,0.00,E14DDD,-8698B1,DF8B5B,A18985,21FF2,-A86A,
0:06:08,0.00,E153C5,-86974E,DF8C02,A1C381,-59D8F,A02AC,
0:06:09,0.00,E14F02,-8697ED,DF8AC1,A1999C,-723FF,-A9EFD,
0:06:10,0.00,E14DAC,-86972E,DF8BA0,A1631D,-36858,28F96,
0:06:11,0.00,E14B67,-8697CB,DF8B65,A14A5C,7AB67,-6153F,
0:06:12,0.00,E14DBA,-86978C,DF8C18,A15E3D,-53039,-76559,
0:06:13,0.00,E1501A,-869779,DF8A3C,A15889,-9BBED,-44B1B,
0:06:15,0.00,E14CC5,-8696F6,DF89B1,A18A17,-81C43,69FD3,
