TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:00:46,0.00,-211C8,1B,-229977,60,361C33,165,
0:00:47,0.00,-156B5A,12,-26B5AC,4A,2D8D06,165,
0:00:48,0.00,-24E0C3,-6,C87F1F,54,58131D,1CDD9,
0:00:49,0.00,-130706,7,AC0111,58,2FF354,8F,
0:00:50,0.00,-1CE97F,17,-18E231,70,5A26FE,1E70D,
0:00:52,0.00,-25BDB5,23,9B6CA6,68,51995C,71C2,
0:00:53,0.00,-1400F3,-16,-119FD1,57,2C8FEF,119,
0:00:54,0.00,-1BC954,A,-A1090E,46,272AB9,1AB,
0:00:55,0.00,-1B5C37,1D,143C63,5C,56D067,21C2F,
0:00:56,0.00,-D5478,16,-6A8CF7,74,2C8809,D8,
0:00:57,0.00,96847,F,8D14D0,46,52693E,F7D2,
0:00:59,0.00,-1A7D3,-4,-602ECA,54,58D2EA,1EB93,
0:01:00,0.00,4093B,-2,-74F586,54,351060,D8,
0:01:01,0.00,-13C87B,2,7AFF5F,6F,40E665,1E5,
0:01:02,0.00,-16F7C3,10,-634E12,73,3B8723,959,
0:01:03,0.00,-D113B,B,9B1319,58,2728EC,165,
0:01:04,0.00,1000000,24,-6ACF13,58,5625BD,1FCAA,
0:01:06,0.00,118F2B,17,13A1F2,5E,5738B5,23E7C,
0:01:07,0.00,1F75EF,C,-5C9D95,41,2F8E78,D8,
0:01:08,0.00,22FB77,18,B2CBF2,65,5367DB,91F4,
0:01:09,0.00,21A05E,-4,-666C3D,7F,2EBD8F,119,
0:01:10,0.00,25D333,-9,-23DDD1,61,2B91F4,199,
0:01:11,0.00,217EA,11,-7A38AC,61,59DC10,218E3,
0:01:13,0.00,20B546,-11,D639FB,5F,56F8EB,21B0A,
0:01:14,0.00,-8F377,C,-16F995,79,272B0E,127,
0:01:15,0.00,28961,17,D2A083,5D,59C957,28F6C,
0:01:16,0.00,1DBAB1,3,9DA955,51,2ADE89,B7,
0:01:17,0.00,36EFFD,29,-6C9371,66,3F5A3E,5223,
0:01:18,0.00,6539B,2B,E3B155,34,342626,FD,
0:01:20,0.00,1034B0,23,-9BE515,62,30F056,-1,
0:01:21,0.00,E31E7,2B,-E0055,52,47BC65,199,
0:01:22,0.00,D1E4D,22,A42983,54,2FF169,127,
0:01:23,0.00,B677E,13,-B8521F,5A,2AD914,-67B6,
0:01:24,0.00,2DB211,50,-134170,56,438DB0,A238,
0:01:25,0.00,E85,16,30A3CE,6F,2E06EB,F1,
0:01:27,0.00,-3A7CA,15,552F20,43,4A8FFA,5CD4,
0:01:28,0.00,-1D879,1B,-2272E9,56,2B7B49,-2EA0,
0:01:29,0.00,-12B31F,54,-B7EAD1,6B,3D5B70,38EC,
0:01:30,0.00,-20B2C7,3D,CE85ED,5C,2D2E10,F1,
0:01:31,0.00,-148A3D,37,-C4E296,5E,463600,1E5,
0:01:32,0.00,6A744,2F,-5598D0,62,367F68,165,
0:01:34,0.00,10FC4B,3C,CC99F9,64,551601,1B0BC,
0:01:35,0.00,-91795,29,85554B,7D,3BDB3D,10B,
0:01:36,0.00,1BB47,3F,-5FE4A1,5C,3F418E,-2C6C,
0:01:37,0.00,-2A4A67,1F,-1A7581,59,26818F,D8,
0:01:38,0.00,-1532AF,1E,-4CC716,50,52324F,21CD5,
0:01:39,0.00,-3F8DB,27,-A72966,80,2E59DD,CC,
0:01:41,0.00,8F086,0,-7E6190,4E,580C3A,157F8,
0:01:42,0.00,6CE34,2D,-A2BF48,59,2A78B3,643,
0:01:43,0.00,-130583,C,E5F9D1,56,334339,136,
0:01:44,0.00,-206755,18,-BA0ED7,5C,3F5F38,176,
0:01:45,0.00,-2B4242,28,-706DB5,5C,35B0C8,DBE,
0:01:46,0.00,899EF,2F,8394BE,51,274DAB,E4,
0:01:48,0.00,104CE9,A,-97D1D4,7F,4F98AC,14F65,
0:01:49,0.00,39E8C,4C,-455D21,65,4C034D,110D2,
0:01:50,0.00,275C61,23,9A51D3,74,29F40D,CC,
0:01:51,0.00,2A7ED4,4D,7BA4E0,66,5C9C88,21AF,
0:01:52,0.00,1091F4,27,-4FDCE5,40,2FF13E,155,
0:01:53,0.00,17DF2,D,-9DF31C,52,262ECB,145,
0:01:55,0.00,33466,32,A21656,5B,5B2B5E,293A4,
0:01:56,0.00,17F696,10,296C13,69,2E0BF4,CC,
0:01:57,0.00,2954D9,14,93E58B,66,52F4DC,14CAB,
0:01:58,0.00,3394B,4,-59C5A3,4A,316B13,127,
0:01:59,0.00,-22782E,28,78CEEB,68,418109,187,
0:02:00,0.00,-EAEEC,22,-6CF6BB,59,3810B5,1754,
0:02:02,0.00,-2CC40,21,-6E755A,64,55F7F9,234A8,
0:02:03,0.00,-37E48,34,-98949A,4E,315EF0,CC,
0:02:04,0.00,-7FCB5,1E,9B33C6,69,58E0F8,EF4A,
0:02:05,0.00,247160,24,-3028AE,71,3003C6,10B,
0:02:06,0.00,1A51D0,7,-BF1F2B,65,366301,225,
0:02:07,0.00,16FB85,4A,3F2A66,5C,2E88C2,155,
0:02:09,0.00,73B2B,D,-B989C,71,2A762F,119,
0:02:10,0.00,8D00B,25,-9CBA16,65,522E03,AA30,
0:02:11,0.00,-E5458,-7,-4AE4EB,68,302951,145,
0:02:12,0.00,F7C78,2E,-27011C,5F,273073,145,
0:02:13,0.00,1CCBE5,-6,-6E780F,4C,58789A,14EAE,
0:02:14,0.00,-C6B04,15,-4BA923,5F,2A3F1B,10B,
0:02:16,0.00,196877,1E,-4F04E5,5C,3B385A,E44,
0:02:17,0.00,DAB30,2C,-928FE6,6B,419613,23B,
0:02:18,0.00,4CA41,2,F2EA81,62,312D45,155,
0:02:19,0.00,-115B76,12,-22D562,6B,26E34C,155,
0:02:20,0.00,2AF72,27,-80CE4B,52,4C89C3,E3D2,
0:02:21,0.00,1C7AA3,8,-74FEB8,76,2A884E,A2,
0:02:23,0.00,317A35,1,-6D5FE4,4E,319FE8,127,
0:02:24,0.00,106853,21,-24D75F,52,39C1FC,1D1,
0:02:25,0.00,1B4FF,19,50EEBE,5E,45626D,3DC4,
0:02:26,0.00,-133A5C,11,-A1857,5A,2659F2,FD,
0:02:27,0.00,-1176E6,1D,7A5D9A,6B,299039,1AB,
0:02:29,0.00,-159D45,B,995078,66,3009FB,-301C,
0:02:30,0.00,-2EAC32,18,B8C170,6C,34DE4A,F1,
0:02:31,0.00,-24DD64,-E,7E2107,63,5B2B4F,30A38,
0:02:32,0.00,-2D9421,-2,-6B5528,73,38C855,5FA,
0:02:33,0.00,-290DA,-3,7BB4C,5E,252780,C1,
0:02:35,0.00,3A8A0,1,-95C99D,65,583B6C,5E1,
0:02:36,0.00,-7154B,25,-3CF6A7,4F,342BF3,155,
0:02:37,0.00,-1ECD0A,14,-49E24B,61,35119D,B5F,
0:02:38,0.00,-304749,9,-C2C290,4F,5880EE,-113C,
0:02:39,0.00,-3AA6F,2B,391674,3F,3A7612,-23DA,
0:02:40,0.00,220D88,-16,-9809D,62,2E1044,AC,
0:02:42,0.00,9561,4,-792925,74,5AE0F9,1E83A,
0:02:43,0.00,-156830,31,-46678D,6F,36AD0A,10B,
0:02:44,0.00,-82784,0,-D7462,73,2A2360,252,
0:02:45,0.00,5E4DD,1D,-ABB4F7,65,5DCDE6,1DF2F,
0:02:46,0.00,-12E670,-8,CB5538,66,2FC36F,119,
0:02:48,0.00,-93BF,-E,7150E0,6F,2ABFD2,-3184,
0:02:49,0.00,-A5DA3,1E,-50D232,6B,56134B,2107E,
0:02:50,0.00,96BD2,15,-AFDDC1,5C,30E539,C1,
0:02:51,0.00,-9AD0A,32,-8896B9,64,38AC01,322,
0:02:52,0.00,1F1F9C,1C,-BAA0E8,5F,4B8ED0,DC7A,
0:02:54,0.00,C17B4,-17,-1AD2F7,60,2FFA02,E4,
0:02:55,0.00,-206928,-18,-9C07A4,6C,31FFF4,176,
0:02:56,0.00,-1EDE94,19,-FEB06,75,42BBBC,4808,
0:02:57,0.00,71B61,-1C,-31E128,67,2F6272,119,
0:02:58,0.00,F4165,11,-58ECE1,68,3A577D,-1,
0:02:59,0.00,-F3B1,2B,9ABAF5,54,5FB5EF,25AE6,
0:03:01,0.00,292B9,12,-525BA2,5C,2F32D4,119,
0:03:02,0.00,-1B903,D,7808FE,5B,3B2927,176,
0:03:03,0.00,92C72,25,-394EF4,59,596374,26508,
0:03:04,0.00,134081,A,-17E0D2,53,2C50B0,CC,
0:03:05,0.00,-D8FB4,-24,-1A72FC,67,46FDD6,8448,
0:03:07,0.00,-90C11,11,-7839E9,4F,446E53,5856,
0:03:08,0.00,-179924,-2D,EB6274,6F,35F8B6,119,
0:03:09,0.00,-1B6D58,E,83166E,62,26DE95,136,
0:03:10,0.00,-E7AB1,2,-89FD29,6D,55E2CC,22D32,
0:03:11,0.00,132D9B,-A,-6CEB6D,54,28555C,C1,
0:03:13,0.00,83D5B,1E,-156195,5C,3B8C8A,12C,
0:03:14,0.00,-71DA4,11,-3E68B9,56,562F2D,269E2,
0:03:15,0.00,B84C9,12,AEB16F,55,33EDD4,CC,
0:03:16,0.00,-5023,-2,-B3A503,4D,61AE93,8F,
0:03:17,0.00,-36676,2,A156BC,63,54E791,1D2A8,
0:03:18,0.00,14AC68,14,8B7927,6B,33DBCE,510,
0:03:20,0.00,2B48BB,E,-6D098,61,2FA22E,-1,
0:03:21,0.00,168367,-C,-773F97,55,58FFB1,1C166,
0:03:22,0.00,10B9B2,16,DE2188,59,333DD7,10B,
0:03:23,0.00,-1308AC,-B,-25630D,5C,418509,1AB,
0:03:24,0.00,21FA3,18,3B10E2,50,48C044,8C47,
0:03:25,0.00,-793E2,-6,-9B8C6,5B,29601A,1AB,
0:03:27,0.00,16E045,14,951FD4,59,5B1EE2,1C9D8,
0:03:28,0.00,9DA49,12,-7ED247,6F,47BBCA,72FE,
0:03:29,0.00,1FB711,11,C805AB,58,347C7A,CC,
0:03:30,0.00,18C54F,1A,-1DF1B5,5B,5B0109,13A,
0:03:31,0.00,171784,17,-533571,7F,312FC0,136,
0:03:32,0.00,213F6,-A,-8A8357,57,25FF81,C1,
0:03:34,0.00,-1E4C75,-D,-88C2E1,5F,5EEC10,28668,
0:03:35,0.00,-D929D,-C,B952AA,63,39E103,D8,
0:03:36,0.00,-3294A,-15,-8F22C8,5B,30ED4F,F1,
0:03:37,0.00,-185BEC,1A,-AF1883,59,5CA0ED,1FC89,
0:03:38,0.00,-5A9CB,19,DCCE41,5F,34C8AD,10B,
0:03:39,0.00,-A7104,-B,-279B17,4F,27150C,D8,
0:03:41,0.00,42F01,-21,90CEE8,6E,62E3A8,1BC7B,
0:03:42,0.00,-3476F,1E,467DB5,60,343B64,D8,
0:03:43,0.00,D37F4,-9,-B80965,51,2A3907,-1,
0:03:44,0.00,DAC36,D,-B9AADC,5E,436F0F,4867,
0:03:45,0.00,-D5B82,3,C8C4BB,60,3133C5,D8,
0:03:46,0.00,-27843,22,77B274,60,641EBB,307,
0:03:48,0.00,A130A,-D,-A79A4B,6B,4713BF,FB01,
0:03:49,0.00,-44E33,-E,383163,45,3107CD,F1,
0:03:50,0.00,-259B78,-E,-11C1CF,73,567B74,9B2,
0:03:51,0.00,-F83BF,A,5C7BB6,6A,3633C0,127,
0:03:52,0.00,-8D634,-26,-BC08FC,5C,26F6B4,AC,
0:03:53,0.00,-51D15,6,-9B2FD9,6C,564080,1CEBB,
0:03:55,0.00,-2DC08,-3,BD3FB4,59,59B194,24F47,
0:03:56,0.00,-1359D,0,-A86DC9,67,2CFD83,CC,
0:03:57,0.00,-860B7,-7,-B26BC0,68,565D10,DF84,
0:03:58,0.00,-3B909,17,-51CADE,64,3410A1,127,
0:03:59,0.00,B7E55,1E,-270ED9,5F,28E53C,1FA,
0:04:00,0.00,-71714,11,-7CF99A,5C,4F6C4C,15A02,
0:04:02,0.00,-7183E,5,-7679A5,65,56FD44,1C588,
0:04:03,0.00,10A591,7,-6A5109,53,2BE5E7,C1,
0:04:04,0.00,-FF46C,-5,9DECE1,58,595DD5,21059,
0:04:05,0.00,79F0F,-1,-428CD6,63,33F945,D8,
0:04:06,0.00,18BB09,-E,72E5D3,64,2EBAFC,155,
0:04:07,0.00,-3A97,-3,-6FC096,45,5B51B1,237E8,
0:04:09,0.00,-2F8D6,-11,-440C9B,72,53261C,1FCF2,
0:04:10,0.00,-EAEC8,-3,-21FCC1,51,29428F,252,
0:04:11,0.00,4C7E7,5,975385,4E,56D423,23711,
0:04:12,0.00,16D2,E,8CECB4,62,2FE13C,A2,
0:04:13,0.00,-8A9AA,17,-115EE0,5A,58D9FD,1DD6E,
0:04:14,0.00,-AD439,1,-219536,50,315230,F1,
0:04:16,0.00,241F3,-7,D4AA51,5A,3B2ACB,BBC,
0:04:17,0.00,D3C47,-2,-945E39,5C,32C129,145,
0:04:18,0.00,-D6B4,28,-945D3A,4D,575387,2705D,
0:04:19,0.00,5E659,-8,-9596DC,50,2DC081,7E,
0:04:20,0.00,-7868,2,-187EC6,6B,5D6A71,1D408,
0:04:21,0.00,-107F9B,-D,-46FDAC,58,38F4D1,FD,
0:04:23,0.00,-F292B,-1,-65F4D6,79,480EA3,694A,
0:04:24,0.00,-2C1B68,35,-808000,4D,56C683,F162,
0:04:25,0.00,-1F0BB1,2,38F776,5F,3F029D,B44,
0:04:26,0.00,-43B3A,-D,-1336CC,60,2A4D2D,-1,
0:04:27,0.00,-CA6AC,E,6E7A45,67,3FB5CC,3C85,
0:04:28,0.00,-18C8C1,1,-9041F8,5C,334BF8,E4,
0:04:30,0.00,-E2FCF,-F,AF3ED9,64,28C50E,20F,
0:04:31,0.00,-154AD4,3,8334FA,61,5964D0,1D628,
0:04:32,0.00,-E8414,-2,C8334C,60,378A07,10B,
0:04:33,0.00,-20E268,-11,-94A131,72,29412E,145,
0:04:34,0.00,-1FEDAD,-2,-7E3325,77,501019,167D7,
0:04:35,0.00,-260B4,7,-5A1E2B,51,2E0EC0,D8,
0:04:37,0.00,-119194,26,-2561DC,75,330994,155,
0:04:38,0.00,-14E97A,-15,-149E43,6E,47404C,176,
0:04:39,0.00,-11D1C7,-10,-B67CEC,5F,5552A4,23D45,
0:04:40,0.00,7D69A,-B,-977030,54,2DDBD1,D8,
0:04:41,0.00,-1E6AFE,-28,92EF6F,69,47C8AF,20F,
0:04:42,0.00,-319D35,-1B,-50FA46,7B,3D75AC,231B,
0:04:44,0.00,-A05B2,8,3B1EE0,6B,4C30E0,165E7,
0:04:45,0.00,-21C8FE,-B,9453A4,56,54945F,8F,
0:04:46,0.00,-2DB2B0,-15,-5669FC,3F,3AE4F3,127,
0:04:47,0.00,-35854A,-C,73FC70,4E,2E792C,145,
0:04:48,0.00,-2ABC12,8,-43788B,6C,553F31,2A394,
0:04:49,0.00,-ED5A6,-22,136E1A,59,2AAF58,C1,
0:04:51,0.00,-1318E8,16,-229009,4A,3E925A,51CE,
0:04:52,0.00,1E00A7,-3,-AFF71F,47,5AF12D,1D2A6,
0:04:53,0.00,4BFB9,B,-1A8EDC,46,31D455,FD,
0:04:54,0.00,8C874,-5,7504EE,4E,2DA292,145,
0:04:55,0.00,15417,21,-44BF44,78,5A60D4,21869,
0:04:56,0.00,21FBD,-21,816E87,6C,28EC6B,8F,
0:04:58,0.00,9C07D,C,-1C7E41,70,4C1248,51BC,
0:04:59,0.00,-E78D5,-1F,CE6885,67,5226A1,EAB6,
0:05:00,0.00,-D9C36,4,-1B4692,3E,28DEC1,155,
0:05:01,0.00,17FDD,32,-B87A9B,55,435AB7,3BEE,
0:05:02,0.00,-20E54,14,3F6C5D,56,3EE1DF,FD,
0:05:03,0.00,-1227F4,-1C,-4747E,5E,3E6067,165,
0:05:05,0.00,-1F8648,3,-82AD53,65,5E0331,132E6,
0:05:06,0.00,-2803E0,-1D,5E6EC2,50,387AF4,E4,
0:05:07,0.00,-3A7936,-20,-B993EB,6F,3B73D7,127,
0:05:08,0.00,-14F4EF,2E,-70AD3E,7C,5E91E1,23725,
0:05:09,0.00,1A79FA,11,B7E24,5F,2B391E,8F,
0:05:10,0.00,-11010F,-6,-AB1633,5C,505A04,ACAF,
0:05:12,0.00,-7E103,2,-837163,47,5D090F,1DCF2,
0:05:13,0.00,-102D63,C,4DEA97,55,32EAF6,FD,
0:05:14,0.00,-1D3BF1,B,8EA5A2,5C,28B750,127,
0:05:15,0.00,-E9859,-9,-77E944,53,587368,207AB,
0:05:16,0.00,-11932B,5,-92274C,49,2CD2B1,C1,
0:05:17,0.00,-306E35,2C,-707C0,53,587607,1F93F,
0:05:19,0.00,2370CC,21,-B8D409,4A,4121BE,90A7,
0:05:20,0.00,-352D4,3,-5E6671,6C,2F7823,D8,
0:05:21,0.00,-AC72,7,840B84,69,592272,1D7A3,
0:05:22,0.00,-17B63D,-3,-227FDD,61,30FE42,F1,
0:05:23,0.00,-1FB724,1D,812A02,5C,2A1136,359,
0:05:24,0.00,-CE0C8,-12,-B64639,5F,50952A,1AEC4,
0:05:26,0.00,25233,11,D9D855,68,5A6B89,2329E,
0:05:27,0.00,-222847,21,-268EA4,68,284909,AC,
0:05:28,0.00,-20A74B,-1A,-AB9267,6F,560812,13CB0,
0:05:29,0.00,-F1CE3,-4,-6B231E,4D,3218B8,E4,
0:05:30,0.00,-B8643,1E,-20E8DE,67,423D32,-1,
0:05:31,0.00,-6B049,16,410D6E,63,39EA67,136,
0:05:33,0.00,-154DE5,-7,-7AEC22,61,5689D9,20270,
0:05:34,0.00,-123160,11,-584CF2,57,303088,B7,
0:05:35,0.00,-248770,7,-6D763C,74,5BC66C,1FAF3,
0:05:36,0.00,-119941,-7,-616DC3,66,329F0B,F1,
0:05:37,0.00,3B8BB,6,-1FE5EA,60,480EA2,176,
0:05:39,0.00,105F89,-19,-42B26E,4C,3A6F23,7A1,
0:05:40,0.00,-13CCA8,-2,D6E5A4,60,533F9C,1DA8E,
0:05:41,0.00,-1F8608,11,-9761C4,47,35929C,F1,
0:05:42,0.00,-F5D6C,C,4B52E7,54,56A78C,1BFFC,
0:05:43,0.00,2D66B,0,8F02E1,62,2C8276,136,
0:05:45,0.00,-14AF4A,-9,-72A014,38,5ADA2F,1D228,
0:05:46,0.00,-1F5259,-B,-545166,5C,37BC5E,F1,
0:05:47,0.00,-E9FFE,6,8418DB,5B,2FED69,199,
0:05:48,0.00,-C360B,30,-1031C1,66,4530CA,307B,
0:05:49,0.00,109F0,-B,59F1B2,5F,388540,119,
0:05:50,0.00,22723D,8,7756AF,68,38BECF,145,
0:05:52,0.00,A8688,1,-5D06DE,71,574C54,159F9,
0:05:53,0.00,8346C,-1D,-1F48FB,5E,2915F0,FD,
0:05:54,0.00,F9915,2F,-8DC05D,59,5EB81B,274DB,
0:05:55,0.00,10C7C2,-3,-247E50,67,37DF5E,CC,
0:05:56,0.00,FC7D0,2,-B857F4,6F,342A05,FD,
0:05:58,0.00,41686,7,-5C9DBB,4B,570DCA,274E2,
0:05:59,0.00,1BCAA,A,71145F,4D,2D1F8B,C1,
0:06:00,0.00,D139F,17,-AECD06,6C,54A8F2,28EE1,
0:06:01,0.00,2FEE5,-A,-528498,4E,501CB3,1F9C4,
0:06:02,0.00,-CC85A,0,B65DD2,6D,43F24D,E4,
0:06:04,0.00,-1DC60A,-3,48EFE1,6C,375662,2EA,
0:06:05,0.00,-191943,-7,-BA9271,5E,36BAC1,127,
0:06:06,0.00,-19FDAE,12,-139C2D,52,48E5B8,D785,
0:06:07,0.00,-127135,3,-57D86E,5C,2F3F94,8F,
0:06:08,0.00,19D536,18,827DDC,5F,41861C,-1,
0:06:09,0.00,41149,2,3BBFC4,70,47143B,2A08,
0:06:11,0.00,8745,-C,-7CCE,66,2D927E,E4,
0:06:12,0.00,-129563,-4,89B4A2,65,467EFE,2767,
0:06:13,0.00,-45D84,-A,25892D,78,316FE7,F1,
0:06:14,0.00,-11F6F2,-B,-B28EC,5F,5AD0C6,260B3,
0:06:15,0.00,-82292,-11,B69F42,54,515A6A,1CAC5,
0:06:17,0.00,-BAA33,0,-967656,46,308DA9,C1,
0:06:18,0.00,-67DC1,5,-A46BE2,64,5735DF,2821F,
0:06:19,0.00,-131382,-D,D836F9,65,397837,F1,
0:06:20,0.00,-1A8CBD,9,-B755EE,46,4DB7CB,155,
0:06:21,0.00,-112410,F,-4BA496,54,3E8280,79A,
0:06:23,0.00,-105DDC,-D,1F9CE8,51,4106BA,-1468,
0:06:24,0.00,-2E32C2,-10,-76F457,51,5C76F9,28792,
0:06:25,0.00,-DDEC0,-11,D6F1C7,69,33442E,E4,
0:06:26,0.00,-1EDCD6,-1C,-B76009,6B,47884C,145,
0:06:27,0.00,-1F7B62,-D,-A37FA4,51,55615F,1E0C8,
0:06:28,0.00,AF7FB,-12,-6B0EAC,5D,303B58,B7,
0:06:30,0.00,A4D80,-2,-8418C5,50,3955B2,777,
0:06:31,0.00,F289A,-1A,-BEC524,5E,466988,8172,
0:06:32,0.00,-1AF03F,F,E2AF08,6C,37FB78,E4,
0:06:33,0.00,-2C985F,-18,-B9B239,72,44F9B3,2B3,
0:06:34,0.00,-17D9C4,11,-616A72,73,464C8E,-BB5,
0:06:35,0.00,-123D65,-21,8FBCA6,54,28C084,-3DCE,
0:06:37,0.00,794A,-31,-EE22D,50,596284,1C5ED,
0:06:38,0.00,-1D4D3B,27,-88713A,63,544164,228AC,
0:06:39,0.00,-58775,-1,-79C2C5,85,3547A8,B7,
0:06:40,0.00,-8F96B,3B,911327,6C,57B5C8,-205F,
0:06:41,0.00,-20B54F,1A,-4994C6,64,370D9B,119,
0:06:42,0.00,-2728CE,19,-8DD67D,69,306749,-37F5,
0:06:44,0.00,19E3C2,16,A28221,75,5AA58E,2F00C,
0:06:45,0.00,C804E,1,-6A0B4B,78,2F13F9,B7,
0:06:46,0.00,12BF9,-29,-15E7C6,4F,391271,145,
0:06:47,0.00,-6E8ED,-6,-2A24F5,4D,4EA049,B23A,
0:06:48,0.00,-13A666,-9,-68B46B,52,31063A,C1,
0:06:49,0.00,-1B5D81,-14,-94F3,6C,5A1C24,1EFC4,
0:06:51,0.00,-1DCA3D,18,-B89830,62,3F4C2B,710F,
0:06:52,0.00,-16E56D,-1,-4BAC95,6D,306A7C,E4,
0:06:53,0.00,-13175C,B,-13CE97,6B,35EE19,187,
0:06:54,0.00,-77F13,-24,-5A4A76,61,597FD3,2310F,
0:06:55,0.00,-1C5CCD,-D,7A820D,3F,2CA349,119,
0:06:56,0.00,-197667,-8,-B8C4FD,6A,480640,D0E5,
0:06:58,0.00,1A306,-D,-40F503,51,511734,2383B,
0:06:59,0.00,1437E3,8,-A4776A,67,2AAE5A,155,
0:07:00,0.00,-37C25,59,-BDA644,6A,534C48,254F2,
0:07:01,0.00,455F8,-4,28E34C,4E,2EB0DD,B7,
0:07:02,0.00,FD159,1B,-9DEED,63,5DBB9B,1AA06,
0:07:03,0.00,925E1,5,-51F2F8,5C,359B93,F1,
0:07:05,0.00,-B17A4,0,-5FFC40,5A,559516,1FFF9,
0:07:06,0.00,-1BC81F,4,-274325,64,44CE67,127,
0:07:07,0.00,-172772,4,-BBFA87,5E,4D3DFE,11469,
0:07:08,0.00,-DCBAA,17,-6B5A9D,54,2E4D6E,CC,
0:07:09,0.00,-2F4865,-C,-14A1CB,4B,4318B7,187,
0:07:10,0.00,-B2FA5,5,-557868,58,4B3357,56D2,
0:07:12,0.00,-A9FCC,-9,-27B9B0,65,51BF9D,1D761,
0:07:13,0.00,-F79DB,-19,-8A78A6,48,489A55,145,
0:07:14,0.00,-16C58B,-31,-8D783A,6A,56243F,2378F,
0:07:15,0.00,2EDF5,8,104ACE,5C,2CAE06,A2,
0:07:16,0.00,-173FC5,1F,-CB9B7,50,582412,1E7A4,
0:07:17,0.00,-218DE0,-A,C9E25D,58,3988BC,E4,
0:07:19,0.00,-2BEB4D,-A,-81721B,44,2E4AF2,303,
0:07:20,0.00,-299023,2E,-140CFC,72,48996B,187,
0:07:21,0.00,-2E6025,-9,101B0B,48,56B9AF,23D57,
0:07:22,0.00,-109027,-14,-445E8,6F,33434A,A2,
0:07:23,0.00,-14964,13,83151,52,5812CA,1E307,
0:07:24,0.00,-EFC90,15,-46C9E6,50,32E7AC,E4,
0:07:26,0.00,-183E61,-20,-3DC27F,53,374AA9,-1,
0:07:27,0.00,-2B8F04,-19,-9474C0,4F,5C89ED,-2ADA,
0:07:28,0.00,-1088D5,-17,-5890FC,51,34CF1D,119,
0:07:29,0.00,-13DFDE,A,-9D5ABB,73,27EA85,119,
0:07:30,0.00,-359C4A,B,-BD5375,51,4D088B,175F3,
0:07:31,0.00,-FE8A6,2,-4B2C9B,5F,2F965B,CC,
0:07:33,0.00,-8BDF2,-A,-71CDC9,54,2C957F,127,
0:07:34,0.00,-1960AC,17,-978FF8,63,4C3903,CE29,
0:07:35,0.00,-29BA90,-5,-733C9C,45,33A0EA,F1,
0:07:36,0.00,-1D723B,16,95DD67,61,624084,5275,
