TIME,ALT,V1G,V2G,V12,CALV,IMON,TEMP
0:01:02,0.00,7157F6,-6476DC,DF8E83,5E0E4E,-45BF5,-C09FF,
0:01:04,0.00,71581E,-6475FB,DF8E3B,5E0E1E,A62FD,-68143,
0:01:05,0.00,71564B,-647650,DF8DFE,5E0E14,-111C38,35672,
0:01:06,0.00,715680,-6477CA,DF8E2F,5E0EE0,-F06B1,-33FD8,
0:01:07,0.00,715440,-6478B3,DF8E32,5E0D38,18793,5B65B,
0:01:08,0.00,7153C2,-6477EC,DF8F1E,5E093D,-79A25,1BA6E,
0:01:09,0.00,7154E5,-6479EC,DF8F84,5E086A,542DB,-78CB4,
0:01:11,0.00,715378,-64799A,DF8D40,5E0DAA,-3F3B7,167D2,
0:01:12,0.00,7156CA,-64770A,DF8D32,5E0C2D,-ABF25,2185D,
0:01:13,0.00,7155CC,-6477DE,DF8F87,5E08EF,3148D,-7416F,
0:01:14,0.00,7153B4,-64782F,DF8E65,5E07E2,-5B60E,A3E0B,
0:01:15,0.00,7154CC,-6476B2,DF8D42,5E0940,1D3F4,-73DC5,
0:01:16,0.00,71508E,-647704,DF8E38,5E0D25,4DB37,-A5CA6,
0:01:18,0.00,715637,-6477FA,DF8ED7,5E0784,-2EBC1,6DBEC,
0:01:19,0.00,1000000,-6473E6,DF8A09,5E0C7B,-58795,-A267B,
0:01:20,0.00,1000000,-647586,DF8A03,5E10A2,-A654D,-575C0,
0:01:21,0.00,1000000,-6474B3,DF8A65,5E1062,1EABE,BB7D1,
0:01:22,0.00,1000000,-6475C0,DF8A53,5E110D,-8049C,87643,
0:01:23,0.00,1000000,-64760B,DF8955,5E092D,-CCF4F,-1789C,
0:01:25,0.00,1000000,-647305,DF8571,5E0B2C,7B7E9,-8EBF5,
0:01:26,0.00,1000000,-6473D6,DF86EF,5E0C1D,-1CAE2,-239E7,
0:01:27,0.00,1000000,-64751B,DF86DE,5E08EA,-76942,-51A4C,
0:01:28,0.00,1000000,-64749A,DF8574,5E0A0C,8F6A9,6FA7E,
0:01:29,0.00,1000000,-647396,DF8693,5E0975,-2C949,-CD80D,
0:01:30,0.00,1000000,-6472E6,DF84D7,5E0D55,-4FE32,-683B5,
0:01:32,0.00,1000000,-6472D2,DF86C2,5E0AD2,E1004,7D967,
0:01:33,0.00,1000000,-647268,DF87EB,5E0661,-ED87E,-1BDEC,
0:01:34,0.00,1000000,-6473DD,DF879F,587903,90EE7,5C6B9,
0:01:35,0.00,1000000,-64743C,DF87A8,58759D,2B277,-BFDD5,
0:01:36,0.00,1000000,-64735E,DF85ED,5874F0,59B8D,-F9090,
0:01:37,0.00,1000000,-647307,DF870B,58726D,863B1,66BCB,
0:01:39,0.00,1000000,-647205,DF87A8,587294,231D0,-3C9,
0:01:40,0.00,1000000,-64722C,DF879A,587548,8A373,-D1A7E,
0:01:41,0.00,1000000,-6471AE,DF84F3,5870DF,970F9,CDFA,
0:01:42,0.00,1000000,-647104,DF8787,58744B,BAC66,6E677,
0:01:43,0.00,1000000,-647192,DF86F9,5872AA,138303,-613F,
0:01:45,0.00,1000000,-64723C,DF8730,58746B,-51AC0,7978D,
0:01:46,0.00,1000000,-6471FD,DF8C6E,5875E9,1E12C,7D38D,
0:01:47,0.00,913114,-647033,DF8E1D,587608,-FA91B,C7A44,
0:01:48,0.00,8FB523,-64709B,DF9027,58762A,AEAC6,13A1A,
0:01:49,0.00,8FB466,-646FAC,DF8E63,58729E,A276A,2DCDB,
0:01:50,0.00,8FF838,-646E98,DF8EF9,587381,-5824D,-450F7,
0:01:52,0.00,A18876,-64698C,DF8F12,58764E,-4E2D5,-DDE0C,
0:01:53,0.00,A0C76E,-64A132,DF8D8A,587690,-5584B,1F257,
0:01:54,0.00,A0C41A,-61E244,DF8E39,587600,72EFC,87404,
0:01:55,0.00,A0C442,-AC96AF,DF8C34,58767B,-4184C,-93C37,
0:01:56,0.00,A0BD54,-BAE92F,DF8BDE,587677,-A528E,-32849,
0:01:58,0.00,A0BEEB,-BAE304,DF8C8A,587583,-9B065,-3E04E,
0:01:59,0.00,A0BE0B,-BAE9F5,DF8B5B,587905,CE98,1282E,
0:02:00,0.00,A0BA0E,-BAF9AD,DF8A8C,587C5E,-7B3AB,-E7F51,
0:02:01,0.00,A0B6B2,-BAF363,DF8C6B,587B69,-3B4FE,2189,
0:02:02,0.00,A0BA00,-BAF3AD,DF8C22,587747,B19C8,2EAF7,
0:02:04,0.00,A0B810,-BAF553,DF8C24,5878F2,54930,-56C02,
0:02:05,0.00,A0BCB5,-BAF59E,DF8BFC,587A47,-72ABE,119C6B,
0:02:06,0.00,A0B561,-BAF34E,DF8BE3,587E69,3BBA,36D63,
0:02:07,0.00,A0B67B,-BAEEC9,DF8BF4,587D51,C187E,B6A8A,
0:02:08,0.00,A0B88A,-BAEC4F,DF8B05,587E86,98DF2,-A4E43,
0:02:09,0.00,A0B604,-BAEC6C,DF8C34,58806A,71D92,6A2CF,
0:02:11,0.00,A0B6AD,-BAED09,DF8BF8,587CF6,-2D739,-5870,
0:02:12,0.00,A0B5B4,-BAEE82,DF8CEB,587FB0,7883E,231F0,
0:02:13,0.00,A0B55C,-BAECAC,DF8B75,587F16,-55428,-42475,
0:02:14,0.00,A0B7F2,-BAEADD,DF8B82,587C77,6469,61F75,
0:02:15,0.00,A0B7F3,-BAED13,DF8B7A,587B8E,1D915,-40D7,
0:02:17,0.00,A0B5B6,-BAEB45,DF8C22,587B5E,60C52,-1839A2,
0:02:18,0.00,A0B86B,-BAEA85,DF8DCA,587E25,B88F2,5A48D,
0:02:19,0.00,A0B415,-BAE754,DF8BE5,587DA6,-46503,-630A1,
0:02:20,0.00,A0B7C3,-BAE4B8,DF8C52,587D01,A6FA,72592,
0:02:21,0.00,A0B6CE,-BAE02C,DF8D13,587B13,-94924,-120D88,
0:02:23,0.00,A0B3CB,-BADEB6,DF8C1A,587DC5,7172C,69329,
0:02:24,0.00,A0B2B1,-BADB9E,DF8C7B,587CEA,-8D275,-2E12D,
0:02:25,0.00,A0B6DA,-BADE95,DF8D5F,587CE6,-59FF,79184,
0:02:26,0.00,A0B54A,-BADC58,DF8CA3,587E73,316E9,9C25F,
0:02:27,0.00,A0B651,-BADB90,DF8AC1,587F49,-298B2,-C8E56,
0:02:29,0.00,A0B742,-BADAEA,DF8BFC,587E80,-D29BF,-72656,
0:02:30,0.00,A0B69C,-BADCB3,DF8BBD,587DE8,-2152,-336CD,
0:02:31,0.00,A0B3A8,-BADC12,DF8C67,587B27,64DAB,2928A,
0:02:32,0.00,A0B4DE,-BADCC9,DF8C64,57DFF7,5083,-41FD1,
0:02:33,0.00,A0B2FD,-BADACC,DF8AEE,-C521A,-37432,1CCEE,
0:02:34,0.00,A0B462,-BADC78,DF8C31,-89ED2,104F99,26909,
0:02:36,0.00,A0B2B0,-BADBB0,DF888C,-7614C,27011,-209AC,
0:02:37,0.00,A0B030,-BAD95A,DF89C2,-B4F94,5801,3BC,
0:02:38,0.00,A0B2F9,-BAD6BF,DF8A3F,-125027,1D53F,-18DCFB,
0:02:39,0.00,A0B768,-BAD89A,DF8A8C,-113130,2EA72,-5F487,
0:02:40,0.00,A0B668,-BADC68,DF8AB7,-EE3C6,41B36,-1A52D,
0:02:41,0.00,A0B6D0,-BADD1B,DF8B81,-D397F,-8ADD4,-7937E,
0:02:43,0.00,A0B801,-BAD942,DF8A36,-1736D3,DE6B0,7BB5,
0:02:44,0.00,A0B729,-BAD738,DF89C4,-E3287,10550,54FE1,
0:02:45,0.00,A0B676,-BAD724,DF8B95,-C3F46,47AE5,-22481,
0:02:46,0.00,A0B65E,-BAD998,DF8BA1,-A6857,-77DD,EF6E,
0:02:47,0.00,A0B599,-BAD779,DF8B37,-ECC3F,AEF4A,-698BF,
0:02:48,0.00,A0B3E0,-BAD815,DF8AD9,-B853D,28EB,-3618D,
0:02:50,0.00,A0B3F5,-BAD681,DF8A6E,-186840,-4851D,-6CE18,
0:02:51,0.00,A0B643,-BAD780,DF8AFB,-1613F2,-F09DC,17C34,
0:02:52,0.00,A0B05B,-BAD868,DF8A1F,-E0520,-4140F,664A2,
0:02:53,0.00,A0AEE0,-BAD406,DF892C,-46545,ECD3,-57F51,
0:02:54,0.00,A0B192,-BAD726,DF8A8B,-48C41B,3B4C6,A89A2,
0:02:55,0.00,A0AF24,-BAD72E,DF8B9A,-88F79,-AEBFD,-27B0C,
0:02:57,0.00,A0B28A,-BAD41B,DF8B0F,-4CC466,48F54,-A6872,
0:02:58,0.00,A0B4FA,-BAD4DF,DF8AF3,B00B5C,-5F14A,3C68C,
0:02:59,0.00,A0B338,-BAD58C,DF895C,C8821E,-13A276,-BD911,
0:03:00,0.00,A0B4EB,-BAD53B,DF87B9,D4F893,1556,98A4B,
0:03:01,0.00,A0AFEE,-BAD4B5,DF87E0,D61597,13C572,-707C7,
0:03:02,0.00,A0B3CF,-BAD43F,DF8893,D6BA2F,AE246,88827,
0:03:04,0.00,A0B3B5,-BAD5AA,DF8939,D750BC,-9582B,-2E172,
0:03:05,0.00,A0B52E,-BAD5A1,DF8863,D2FE1A,-C024,-1B29E,
0:03:06,0.00,A0B98C,-BAD4B1,DF87ED,D0CFD3,81080,47AA3,
0:03:07,0.00,A0B3B8,-BAD3A5,DF88C4,D610D6,-10A2F,-3C391,
0:03:08,0.00,A0B514,-BAD13A,DF876D,D2F508,87766,-48B68,
0:03:09,0.00,A0B509,-BAD3A9,DF87E3,D393B3,-107C7A,-41AAA,
0:03:11,0.00,A0AE79,-BAD596,DF895B,D3BEE2,-7A085,-98EF4,
0:03:12,0.00,A0B1B2,-BAD795,DF88F9,D399B2,200B,5666,
0:03:13,0.00,A0B0C4,-BAD4EB,DF893C,D75EC3,-EDBC,-5A6C7,
0:03:14,0.00,A0B27E,-BAD3A1,-1A296B,D3C97A,-401DD,-FFC2A,
0:03:15,0.00,A0B14C,-BAD483,-1D69A0,D722F3,-2814F,8D4C4,
0:03:16,0.00,A0B395,-BAD680,-1F302E,D99F88,279FA,58CBE,
0:03:18,0.00,A0B52F,-BAD5F2,-1F806B,D6A4F4,7AE2C,-C58FF,
0:03:19,0.00,A0B20E,-BAD636,-1C9318,DBA51B,2E370,-DA254,
0:03:20,0.00,A0AFC9,-BAD5A9,-1ED897,DCA3D6,-49227,-157299,
0:03:21,0.00,A0ADF2,-BAD69B,-1FCFCC,DC70EA,2BBCF,-720CD,
0:03:22,0.00,A0AFDE,-BAD50B,-1ADE83,D9F104,-9DB7D,-4FF05,
0:03:23,0.00,A0B360,-BAD4C7,-1A9FAC,DB5160,79459,8009,
0:03:25,0.00,A0B1A0,-BAD5D2,-1CB8A3,D9526F,-EB36D,-68AD1,
0:03:26,0.00,A0B16F,-BAD42B,-163D81,DC116A,9BBFB,6196E,
0:03:27,0.00,A0B03E,-BAD484,-1E2822,DD5DDD,43590,-EBE6E,
0:03:28,0.00,A0B36E,-BAD4CC,-1EFE47,DE1A29,-11C4F,-A6D8,
0:03:29,0.00,A0B670,-BAD48B,-23FBB9,DBDD17,1114,-746E,
0:03:30,0.00,A0B633,-BAD3D3,-1EFFBE,CE687A,-67AC4,-ED8D1,
0:03:32,0.00,A0AF02,-BAD189,-1BAF62,CD2915,CF9F1,-101E18,
0:03:33,0.00,A0B297,-BAD10E,-1DBAF4,CE52E0,A30C1,-DC61C,
0:03:34,0.00,A0B21C,-BACF52,-1E7E93,CDC016,-FD95,6C84,
0:03:35,0.00,A0AF80,-BAD0ED,-1809BF,B7BAA6,D4495,-9B321,
0:03:36,0.00,A0B110,-BACED8,-1E7644,DF3C32,4F7FF,144B3,
0:03:37,0.00,A0B1A5,-BACEDB,-210A24,CCF147,-2C3F9,F885D,
0:03:39,0.00,A0B1CF,-BACF26,-19A7E2,BB4950,-53542,-885A4,
0:03:40,0.00,A0B3A9,-BACF0E,-1F8BFA,DF823D,73684,-1D40D,
0:03:41,0.00,A0AFAF,-BACBAB,-204DE4,DEAE7B,-149C98,73B45,
0:03:42,0.00,A0B09A,-BACBB1,-1B712B,D17818,-52726,2262B,
0:03:43,0.00,A0AFC8,-BACC92,-246F5D,DD5144,-95964,-58752,
0:03:44,0.00,A0AFF9,-BACD1C,-20DD2C,CB5565,-6EBDC,-AE82,
0:03:46,0.00,A0AE29,-BACFAF,-1BD19F,DFA6CD,12B897,826FC,
0:03:47,0.00,A0B336,-BACF1D,-1B4794,D3612F,-10EC8A,9062B,
0:03:48,0.00,A0B0AE,-BACC0A,-18D9FA,C81FBB,1DF96,-117D5,
0:03:49,0.00,A0B13F,-BACCD7,-1DB3C9,DE1522,1988EE,1F2D3,
0:03:50,0.00,A0B472,-BACA64,-22EE58,D71BE8,-10DA6,3FAE7,
0:03:51,0.00,A0AE71,-BACBF6,-21BCE9,DF60E9,350A5,-A596D,
0:03:53,0.00,A0AE79,-BACB71,-21C161,DF28D3,-14FAE2,-625CA,
0:03:54,0.00,A0AA9D,-BACC01,-1A140A,DFD98F,-C7C05,-8A96,
0:03:55,0.00,A0AF91,-BACC70,-216049,D2EBED,42F07,32387,
0:03:56,0.00,A0AF44,-BACB00,-19B126,BB345E,-49B11,-921F8,
0:03:57,0.00,A0B108,-BACA7D,-23F158,E07CEC,-D5BA7,-5EB8A,
0:03:58,0.00,A0AE3B,-BACACA,-1CA251,B90487,-3CCD9,1EF17,
0:04:00,0.00,A0B0D8,-BACC48,-1D0651,E05E5C,-C778,1AE48D,
0:04:01,0.00,A0B1AE,-BACEB0,-24915F,E110EB,6FE96,-2C614,
0:04:02,0.00,A0B14A,-BACCF5,-1FCA82,BB0336,-32223,40128,
0:04:03,0.00,A0B18B,-BACC3A,-206EDE,E06A91,-373C8,-34B7,
0:04:04,0.00,A0AFD2,-BACB1B,-16B7D0,E0C342,12B40,57672,
0:04:05,0.00,A0B18F,-BACC7E,-1D0896,E13DE9,4CC6,-BAD6,
0:04:07,0.00,A0B2CA,-BACE58,-1D5574,E0437F,43BA6,11B5E8,
0:04:08,0.00,A0B0E2,-BACE8A,-1F0E46,D40F34,5E382,36AEE,
0:04:09,0.00,A0B344,-BACF48,-210BC7,B98FF5,-94D35,1E60C,
0:04:10,0.00,A0B217,-BACE6E,-22BE23,B985C1,-B36A2,53073,
0:04:11,0.00,A0B163,-BACE1B,-237B08,BAAE70,6865B,56570,
0:04:12,0.00,A0B09E,-BACEA8,-22B734,BD6B89,-19947,2881B,
0:04:14,0.00,A0B139,-BACEDF,-25FA05,E12D8D,-15782C,-AB465,
0:04:15,0.00,A0B2A4,-BACEEC,-15E5DD,E0A5DC,-B461,-C2A0D,
0:04:16,0.00,DC45B8,-BACC04,-1D8957,E065F3,-5176F,-3EB1A,
0:04:17,0.00,DE9FDE,-BB5232,-248DF9,E13FF1,133A41,2B00,
0:04:18,0.00,DE9F49,-C0BFE5,-1FF752,E18D04,-13FEC,2DA12,
0:04:19,0.00,DEA0A8,-D25BB8,-222C1E,E141A9,A681C,1A3F8,
0:04:21,0.00,DE98D2,-E0A3A1,-1F9FC7,E16A32,-908A4,6203F,
0:04:22,0.00,DE9A15,-E08DE3,DF875D,E053E9,-AB7E,705C9,
0:04:23,0.00,DE965E,-E08442,DF8883,DFE7F7,58EE4,-35334,
0:04:24,0.00,DE9641,-E0838B,DF8620,E19CFB,-5089F,-36472,
0:04:25,0.00,DE9659,-E072C8,DF85C3,E18A81,46648,453BD,
0:04:26,0.00,DE94D8,-E06DF8,DF86BB,E1CD8A,1A609,518A7,
0:04:28,0.00,DE97B1,-E0699E,DF86E0,E05D0C,-2B5C0,79CA9,
0:04:29,0.00,DE92A1,-E06793,DF8667,DFDD4C,-42149,-5FA96,
0:04:30,0.00,DE9799,-E05F6B,DF874B,E16121,43D,-58B04,
0:04:31,0.00,DE9AB4,-E06746,DF86D5,DE5EBD,4C8CD,AF15,
0:04:32,0.00,DE967A,-E06518,DF867C,E1617A,1E64B,-E562C,
0:04:33,0.00,DE989B,-E05F9E,DF87D0,E1F652,7AD10,-D518,
0:04:35,0.00,DE7CC8,-E05705,DF8690,E24B56,F8C5D,7FA61,
0:04:36,0.00,DE5D32,-E05030,DF885E,E2AB56,65A60,108C9D,
0:04:37,0.00,DE5914,-E046DC,DF873D,E2D888,5016A,-17E46,
0:04:38,0.00,DE54D3,-E0498E,DF85A2,E27D68,-13978E,-20EF9,
0:04:39,0.00,DE4ECB,-E03DCF,DF875B,E24478,11641D,-D25CE,
0:04:40,0.00,DE55E6,-E03E42,DF87F9,BA8CA9,-F505,-423F8,
0:04:42,0.00,DE581E,-E03ECF,DF8609,E320FD,-22F9C,-788D8,
0:04:43,0.00,DE5373,-E03FA3,DF8729,E32DDF,345FD,-2D02,
0:04:44,0.00,DE49E5,-E03C2B,DF8776,E366AE,2CA3B,-E8CE6,
0:04:45,0.00,DE4895,-E03FB0,DF86BD,E23BB9,-D644,-6AC11,
0:04:46,0.00,DE4913,-E03E10,DF8583,E2BF4E,3A203,-2A811,
0:04:48,0.00,DE5649,-E05474,DF8843,E25C34,85B25,64B1,
0:04:49,0.00,DE6C4B,-E0756D,DF884C,E27952,-935ED,155B69,
0:04:50,0.00,DE6F51,-E078F1,DF8729,E2EEC7,D97,247F1,
0:04:51,0.00,DE6CD0,-E076CA,DF8649,E31A1F,4BED4,1878,
0:04:52,0.00,DE6F03,-E07884,DF87AB,E33E91,764FC,-208F3,
0:04:53,0.00,DE6D06,-E07250,DF8614,E36829,-C4E8,-91E0,
0:04:55,0.00,DE6F94,-E06E96,DF8762,E2F2E1,-6506,-8219C,
0:04:56,0.00,DE6C90,-E0730A,DF8790,E2DC97,8AF7,59904,
0:04:57,0.00,DE6EA9,-E06DEC,DF85CA,E38BA7,-A2F88,-8A349,
0:04:58,0.00,DE723C,-E0778D,DF8807,E3B88D,-8519,11257,
0:04:59,0.00,DE6DCE,-E07338,DF8957,E41C97,-694F5,82C19,
0:05:00,0.00,DE6DFD,-E06D62,DF8703,E46DE3,-D4DF,1E648,
0:05:01,0.00,DE6E6C,-E06D21,DF87BB,E1A25B,A96E,-3FE0,
0:05:02,0.00,DE6E18,-E06EEF,DF85E5,E48761,-44988,-4BD79,
0:05:03,0.00,DE6B12,-E06D64,DF87D3,E45D04,-86FD3,A187C,
0:05:04,0.00,DE7D54,-E070BE,DF87F0,E448D2,-3A956,48123,
0:05:05,0.00,1000000,-E06C04,DF856B,E47C13,3D954,5E842,
0:05:06,0.00,1000000,-E06ADE,DF8434,E45A67,A3FA1,-6F7DF,
0:05:07,0.00,1000000,-E06C22,DF8441,E47E8B,6332D,-1643ED,
0:05:08,0.00,1000000,-E06B15,DF84A6,E499B1,60A9F,-AF60D,
0:05:09,0.00,1000000,-E066BA,DF8564,E4D910,FDCF0,BE459,
0:05:11,0.00,1000000,-E06E39,DF840B,E4F377,-A96ED,-D6F39,
0:05:12,0.00,1000000,-E06DA8,DF85AA,E530FB,-44698,-6B0,
0:05:13,0.00,1000000,-E06AFF,DF847C,E5959D,8B24B,AB1CF,
0:05:14,0.00,1000000,-E06B77,DF8519,E5A868,B6832,2402A,
0:05:15,0.00,1000000,-E06E44,DF84F2,E5DF34,-51811,-90545,
0:05:17,0.00,1000000,-E066D1,DF835D,E616C6,-79737,-4FCF2,
0:05:18,0.00,1000000,584B2A,DF86FD,E06581,-1A2288,-CD517,
0:05:19,0.00,1000000,59FC80,DF8824,E0213A,-A5E55,-842CF,
0:05:20,0.00,1000000,-E06837,DF84F8,E044A0,-21488,6AF4,
0:05:21,0.00,1000000,-E0785B,DF83E5,E007DE,-3C9C0,-7A53D,
0:05:23,0.00,1000000,11000000,DF8101,BA1866,617B3,26AD0,
0:05:24,0.00,1000000,11000000,DF7AC1,BC1862,-17485,-5D5C1,
0:05:25,0.00,1000000,11000000,DF74CF,BCE393,-3795A,-111AD,
0:05:26,0.00,1000000,11000000,DF75A2,D93F09,-620A3,9A9E,
0:05:27,0.00,1000000,11000000,DF7433,C6B3AE,-14041,22F9E,
0:05:29,0.00,1000000,11000000,DF755E,D92BAE,A938,-2E9D0,
0:05:30,0.00,1000000,11000000,DF7560,D97F28,4A8D0,-19A99,
0:05:31,0.00,1000000,11000000,DF7EE8,E14DEF,-5809D,-788D9,
0:05:32,0.00,1000000,11000000,DF7F91,E18833,-51C47,-E8953,
0:05:33,0.00,1000000,11000000,DF7FD0,E1115A,-D47CA,31F90,
0:05:35,0.00,1000000,11000000,DF7DD7,E1096F,118BC,C44B1,
0:05:36,0.00,1000000,11000000,DF7F0D,E11A14,7E433,-69CA8,
0:05:37,0.00,1000000,11000000,DF7E6F,E0AB55,2A298,37D3E,
0:05:38,0.00,1000000,11000000,DF7DAD,E07BD7,-2DDEB,4584,
0:05:39,0.00,1000000,11000000,DF8075,DA06A9,-4F8C7,11E70,
0:05:40,0.00,1000000,11000000,DF8033,DD35C8,2B894,AAC6,
0:05:42,0.00,1000000,11000000,DF7DF4,D97686,-371AA,5D56,
0:05:43,0.00,1000000,11000000,DF80C9,D9817E,538E1,-CF6C4,
0:05:44,0.00,1000000,-8DA936,DF8547,DF36B1,-367ED,-79592,
0:05:45,0.00,1000000,-8DC3F1,DF84B2,DF64F3,5B6B7,-1BC532,
0:05:46,0.00,1000000,-888DAE,DF843F,DF6821,-58663,-16E314,
0:05:48,0.00,1000000,-88E32A,DF8533,DF0CD2,-13F3B,-587EF,
0:05:49,0.00,1000000,-8D1E7C,DF8418,DF6834,90C5,6582,
0:05:50,0.00,1000000,-8CC846,DF8580,DF9F1C,-51C21,68417,
0:05:51,0.00,1000000,-8C3E86,DF8457,DF81C5,565B2,-69098,
0:05:52,0.00,1000000,-8D35C1,DF8481,DFA3D9,-594BB,54AFC,
0:05:54,0.00,1000000,-8CE192,DF84FC,DF6688,-8888E,2936A,
0:05:55,0.00,1000000,-8CC293,DF83CD,DFA26F,7B7A8,-7D95B,
0:05:56,0.00,1000000,-8CD1D6,DF852C,DF9B7C,7E6CC,-4616B,
0:05:57,0.00,1000000,-8E1108,DF8622,DFD5A0,67E18,35FA8,
0:05:58,0.00,1000000,-8E4CD8,DF85EC,E08ABE,12CAD2,-25FA6,
0:05:59,0.00,1000000,-8E4487,DF8608,E0F91D,6D31,107FE7,
0:06:01,0.00,1000000,-8DD9BC,DF85F1,E11CC8,9401,38626,
0:06:02,0.00,1000000,-8DD1CE,DF84E3,E11218,-6E455,-2CE0F,
0:06:03,0.00,1000000,-8DCBBE,DF86D6,E11D83,771DF,-77CF9,
0:06:04,0.00,1000000,-8DD7EA,DF847F,E0EF34,-4EA4C,-2BB8F,
0:06:05,0.00,1000000,-8DC30C,DF856A,E0D0B2,-C8CF9,-79B40,
0:06:07,0.00,1000000,-8DBFC3,DF8612,E056B3,-65643,-4688C,
0:06:08,0.00,1000000,-8DBAB5,DF84AB,E03738,-20D5,7CBC,
0:06:09,0.00,1000000,-8DAFD8,DF84F8,DFFC10,3A1EF,-D25A7,
0:06:10,0.00,1000000,-8D7304,DF8552,E02962,-25AA9,-15F9B,
0:06:11,0.00,1000000,-8D76C5,DF857A,E025C8,-ABB0B,A50F8,
